Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Venture Round - Route 92 Medical,https://www.crunchbase.com/funding_round/route-92-medical-series-unknown--b9c00b86,Route 92 Medical,https://www.crunchbase.com/organization/route-92-medical,Venture - Series Unknown,13000000,USD,13000000,2019-05-13,"Health Care, Hospital, Medical","San Mateo, California, United States, North America",Less than $1M,4,
Seed Round - Bellator Trust,https://www.crunchbase.com/funding_round/bellator-trust-seed--f21fd5c2,Bellator Trust,https://www.crunchbase.com/organization/bellator-trust,Seed,540100,USD,540100,2019-05-14,"Financial Services, Impact Investing","Palo Alto, California, United States, North America",,1,Seed
Seed Round - Flowcast,https://www.crunchbase.com/funding_round/flowcast-seed--f3c5bfbb,Flowcast,https://www.crunchbase.com/organization/flowcast,Seed,850000,USD,850000,2019-05-14,"Artificial Intelligence, Big Data, Financial Services, FinTech, Machine Learning","San Francisco, California, United States, North America",Less than $1M,4,Early Stage Venture
Series C - Unravel Data,https://www.crunchbase.com/funding_round/unravel-data-systems-series-c--ed25f582,Unravel Data,https://www.crunchbase.com/organization/unravel-data-systems,Series C,35000000,USD,35000000,2019-05-14,"Big Data, Enterprise Software, Information Technology, Software","Palo Alto, California, United States, North America",$1M to $10M,4,Late Stage Venture
Series B - Respond Software,https://www.crunchbase.com/funding_round/respond-software-series-b--a6adcfc1,Respond Software,https://www.crunchbase.com/organization/respond-software,Series B,20000000,USD,20000000,2019-05-14,"Cyber Security, Enterprise, Information Technology, Security, Software","Mountain View, California, United States, North America",$10M to $50M,2,Early Stage Venture
Seed Round - MasterQueue,https://www.crunchbase.com/funding_round/masterqueue-seed--76fd4882,MasterQueue,https://www.crunchbase.com/organization/masterqueue,Seed,,,,2019-05-14,"Bitcoin, Information Technology, Software","El Dorado Hills, California, United States, North America",,1,Seed
Venture Round - XiltriX North America,https://www.crunchbase.com/funding_round/xiltrix-north-america-series-unknown--3c13aa66,XiltriX North America,https://www.crunchbase.com/organization/xiltrix-north-america,Venture - Series Unknown,4200000,USD,4200000,2019-05-15,"Information Technology, Life Science, Medical Device","San Diego, California, United States, North America",,1,
"Seed Round - Newday Financial Technologies, Inc.",https://www.crunchbase.com/funding_round/newday-financial-technologies-inc-seed--ed095365,"Newday Financial Technologies, Inc.",https://www.crunchbase.com/organization/newday-financial-technologies-inc,Seed,,,,2019-05-15,"Financial Services, FinTech","San Francisco, California, United States, North America",,1,Seed
Seed Round - Glidian,https://www.crunchbase.com/funding_round/glidian-seed--d89b3638,Glidian,https://www.crunchbase.com/organization/glidian,Seed,,,,2019-05-15,Information Technology,"Palo Alto, California, United States, North America",,2,Seed
Pre Seed Round - Hwy Haul,https://www.crunchbase.com/funding_round/hwy-haul-pre-seed--de83917e,Hwy Haul,https://www.crunchbase.com/organization/hwy-haul,Pre-Seed,1000000,USD,1000000,2019-05-15,"Information Technology, Transportation","Santa Clara, California, United States, North America",,2,Seed
"Seed Round - The Experience Resorts, LLC",https://www.crunchbase.com/funding_round/the-experience-resorts-llc-seed--d83e264a,"The Experience Resorts, LLC",https://www.crunchbase.com/organization/the-experience-resorts-llc,Seed,1250000,USD,1250000,2019-05-15,"Events, Hospitality, Information Technology, Internet","Calabasas, California, United States, North America",,1,Seed
Series B - Phil,https://www.crunchbase.com/funding_round/phil-series-b--7c6b69c5,Phil,https://www.crunchbase.com/organization/phil,Series B,25000000,USD,25000000,2019-05-15,"Delivery Service, Health Care, Medical, Medical Device","San Francisco, California, United States, North America",$1M to $10M,4,Early Stage Venture
Venture Round - LISNR,https://www.crunchbase.com/funding_round/lisnr-llc-series-unknown--7ae96ab6,LISNR,https://www.crunchbase.com/organization/lisnr-llc,Venture - Series Unknown,15600000,USD,15600000,2019-05-15,"Audio, Automotive, FinTech, Internet of Things, Mobile, Mobile Payments, Retail Technology, Ticketing, Transportation","Oakland, California, United States, North America",$1M to $10M,10,
Seed Round - CoProcure,https://www.crunchbase.com/funding_round/coprocure-seed--0835e11e,CoProcure,https://www.crunchbase.com/organization/coprocure,Seed,1500000,USD,1500000,2019-05-16,"Government, Information Services, Information Technology, Marketplace, Procurement","San Francisco, California, United States, North America",,2,Seed
Seed Round - Vision Infinitas,https://www.crunchbase.com/funding_round/vision-infinitas-seed--1c0e8b23,Vision Infinitas,https://www.crunchbase.com/organization/vision-infinitas,Seed,,,,2019-05-16,"Fitness, Health Care","San Francisco, California, United States, North America",,1,Seed
Series B - Boomtown,https://www.crunchbase.com/funding_round/boomtown-inc-series-b--af4c58ae,Boomtown,https://www.crunchbase.com/organization/boomtown-inc,Series B,12000000,USD,12000000,2019-05-16,"Customer Service, Information Technology, Mobile Apps, Product Design, Software, Technical Support","Belvedere Tiburon, California, United States, North America",$10M to $50M,8,Early Stage Venture
Seed Round - Lactation Lab,https://www.crunchbase.com/funding_round/lactation-lab-seed--62341e87,Lactation Lab,https://www.crunchbase.com/organization/lactation-lab,Seed,,,,2019-05-16,Health Care,"Santa Monica, California, United States, North America",,1,Seed
Series A - Retail Zipline,https://www.crunchbase.com/funding_round/retail-zipline-series-a--6ef2654d,Retail Zipline,https://www.crunchbase.com/organization/retail-zipline,Series A,9600000,USD,9600000,2019-05-16,"Business Development, Communications Infrastructure, Information Technology, Retail, Retail Technology, SaaS, Software","San Francisco, California, United States, North America",Less than $1M,1,Early Stage Venture
Seed Round - Replex,https://www.crunchbase.com/funding_round/replex-gmbh-seed--80add52d,Replex,https://www.crunchbase.com/organization/replex-gmbh,Seed,2450000,USD,2450000,2019-05-16,"Cloud Infrastructure, Cloud Management, Information Technology, IT Infrastructure, Software, Virtualization","San Francisco, California, United States, North America",Less than $1M,3,Seed
Corporate Round - Marlin Equity Partners,https://www.crunchbase.com/funding_round/marlin-equity-partners-corporate-round--7421b036,Marlin Equity Partners,https://www.crunchbase.com/organization/marlin-equity-partners,Corporate Round,,,,2019-05-16,"Finance, Financial Services, Venture Capital","Hermosa Beach, California, United States, North America",,2,Private Equity
Series A - SymphonyRM,https://www.crunchbase.com/funding_round/symphonyrm-series-a--7d16fc33,SymphonyRM,https://www.crunchbase.com/organization/symphonyrm,Series A,10000000,USD,10000000,2019-05-16,"Artificial Intelligence, CRM, Health Care, Machine Learning","Palo Alto, California, United States, North America",Less than $1M,1,Early Stage Venture
Venture Round - Zebrium,https://www.crunchbase.com/funding_round/zebrium-series-unknown--be227516,Zebrium,https://www.crunchbase.com/organization/zebrium,Venture - Series Unknown,3000000,USD,3000000,2019-05-17,"Information Services, Information Technology, Software","Santa Clara, California, United States, North America",$1M to $10M,2,
Series A - HEALTH[at]SCALE,https://www.crunchbase.com/funding_round/health-at-scale-technologies-series-a--9834270a,HEALTH[at]SCALE,https://www.crunchbase.com/organization/health-at-scale-technologies,Series A,16000000,USD,16000000,2019-05-17,"Artificial Intelligence, Big Data, Health Care, Health Insurance, Machine Learning, Predictive Analytics","San Jose, California, United States, North America",Less than $1M,1,Early Stage Venture
Convertible Note - Resilio,https://www.crunchbase.com/funding_round/resiliohq-convertible-note--9992b91d,Resilio,https://www.crunchbase.com/organization/resiliohq,Convertible Note,,,,2019-05-18,"Computer, Education, Health Care, Software, Wellness","San Francisco, California, United States, North America",,7,Seed
Private Equity Round - Marlin Equity Partners,https://www.crunchbase.com/funding_round/marlin-equity-partners-private-equity--b3764fe1,Marlin Equity Partners,https://www.crunchbase.com/organization/marlin-equity-partners,Private Equity,,,,2019-05-18,"Finance, Financial Services, Venture Capital","Hermosa Beach, California, United States, North America",,2,Private Equity
Product Crowdfunding - SuperSkin,https://www.crunchbase.com/funding_round/superskin-product-crowdfunding--622f20d1,SuperSkin,https://www.crunchbase.com/organization/superskin,Product Crowdfunding,13391,USD,13391,2019-05-18,"Health Care, Manufacturing, Medical Device","San Francisco, California, United States, North America",,1,
Seed Round - Tiled,https://www.crunchbase.com/funding_round/tiled-seed--552709a3,Tiled,https://www.crunchbase.com/organization/tiled,Seed,2300000,USD,2300000,2019-05-20,"Content, Information Technology, Software","San Diego, California, United States, North America",$1M to $10M,2,Seed
Convertible Note - Tint.ai,https://www.crunchbase.com/funding_round/tint-ai-convertible-note--adbd02fe,Tint.ai,https://www.crunchbase.com/organization/tint-ai,Convertible Note,,,,2019-05-20,"Artificial Intelligence, Information Technology, Insurance, Internet, Software","San Francisco, California, United States, North America",,1,
Series C - Cala Health,https://www.crunchbase.com/funding_round/cala-health-series-c--cdf3b497,Cala Health,https://www.crunchbase.com/organization/cala-health,Series C,50000000,USD,50000000,2019-05-21,"Health Care, Medical, Neuroscience, Wearables","Burlingame, California, United States, North America",Less than $1M,3,Late Stage Venture
Series E - Marqeta,https://www.crunchbase.com/funding_round/marqeta-series-e--5f35f7bd,Marqeta,https://www.crunchbase.com/organization/marqeta,Series E,260000000,USD,260000000,2019-05-21,"FinTech, Payments, Transaction Processing","Oakland, California, United States, North America",$10M to $50M,7,Late Stage Venture
Equity Crowdfunding - Kraken,https://www.crunchbase.com/funding_round/kraken-equity-crowdfunding--54d26bc8,Kraken,https://www.crunchbase.com/organization/kraken,Equity Crowdfunding,13500000,USD,13500000,2019-05-21,"Asset Management, Blockchain, Cryptocurrency, Ethereum, Financial Exchanges, Financial Services, FinTech, Personal Finance, Stock Exchanges, Trading Platform","San Francisco, California, United States, North America",$50M to $100M,4,
Seed Round - Clerkie,https://www.crunchbase.com/funding_round/clerkie-seed--ebb68e5e,Clerkie,https://www.crunchbase.com/organization/clerkie,Seed,2000000,USD,2000000,2019-05-21,"Artificial Intelligence, Finance, FinTech","San Francisco, California, United States, North America",,1,Seed
Seed Round - ScribeLink,https://www.crunchbase.com/funding_round/scribelink-corporation-seed--ca162f4a,ScribeLink,https://www.crunchbase.com/organization/scribelink-corporation,Seed,150000,USD,150000,2019-05-21,"Health Care, Information Technology, Medical, Mobile, Software, Wearables","San Jose, California, United States, North America",,2,Seed
Seed Round - Lotus Scrubs,https://www.crunchbase.com/funding_round/lotus-scrubs-seed--0804a885,Lotus Scrubs,https://www.crunchbase.com/organization/lotus-scrubs,Seed,150000,USD,150000,2019-05-21,"Fashion, Health Care","Sunnyvale, California, United States, North America",,1,Seed
Seed Round - Medifies,https://www.crunchbase.com/funding_round/medifies-seed--f2bd2d27,Medifies,https://www.crunchbase.com/organization/medifies,Seed,150000,USD,150000,2019-05-21,"Health Care, Hospital, Software","San Francisco, California, United States, North America",,2,Seed
Series A - Crowdz,https://www.crunchbase.com/funding_round/crowdz-series-a--69a6b04f,Crowdz,https://www.crunchbase.com/organization/crowdz,Series A,6100000,USD,6100000,2019-05-22,"B2B, Blockchain, FinTech, Predictive Analytics, Supply Chain Management","Campbell, California, United States, North America",Less than $1M,8,Early Stage Venture
Venture Round - Wings Therapeutics,https://www.crunchbase.com/funding_round/wings-therapeutics-series-unknown--4bd7af24,Wings Therapeutics,https://www.crunchbase.com/organization/wings-therapeutics,Venture - Series Unknown,1500000,USD,1500000,2019-05-22,"Biopharma, Health Care, Medical","Berkeley, California, United States, North America",,1,
Venture Round - Routable,https://www.crunchbase.com/funding_round/routable-series-unknown--13fd80f6,Routable,https://www.crunchbase.com/organization/routable,Venture - Series Unknown,4054948,USD,4054948,2019-05-22,"Finance, Information Technology, Payments, Small and Medium Businesses","San Francisco, California, United States, North America",,3,Seed
Series B - KaiOS Technologies,https://www.crunchbase.com/funding_round/kai-technologies-series-b--69cd224f,KaiOS Technologies,https://www.crunchbase.com/organization/kai-technologies,Series B,50000000,USD,50000000,2019-05-22,"Digital Media, Information Technology, Internet, Mobile, Mobile Apps, Mobile Devices, Operating Systems, Software, Telecommunications","San Diego, California, United States, North America",$1M to $10M,3,Early Stage Venture
"Seed Round - V One, Inc.",https://www.crunchbase.com/funding_round/not-boring-business-llc-seed--b6fd446c,"V One, Inc.",https://www.crunchbase.com/organization/not-boring-business-llc,Seed,50000,USD,50000,2019-05-22,"Information Technology, Internet, Software","Los Angeles, California, United States, North America",,1,Seed
Debt Financing - Aerin Medical,https://www.crunchbase.com/funding_round/aerin-medical-debt-financing--da6d07b2,Aerin Medical,https://www.crunchbase.com/organization/aerin-medical,Debt Financing,50000000,USD,50000000,2019-05-22,"Biotechnology, Health Care, Medical Device","Sunnyvale, California, United States, North America",$1M to $10M,6,Late Stage Venture
Series A - Apostle,https://www.crunchbase.com/funding_round/apostle-inc-series-a--32e39eb8,Apostle,https://www.crunchbase.com/organization/apostle-inc,Series A,3333333,USD,3333333,2019-05-22,"Biopharma, Biotechnology, Health Care, Medical Device","Menlo Park, California, United States, North America",Less than $1M,2,Early Stage Venture
Seed Round - Karuna Health,https://www.crunchbase.com/funding_round/karuna-seed--62e30e22,Karuna Health,https://www.crunchbase.com/organization/karuna,Seed,3500000,USD,3500000,2019-05-23,"Enterprise, Health Care","San Francisco, California, United States, North America",Less than $1M,2,Seed
Series B - PayJoy,https://www.crunchbase.com/funding_round/payjoy-series-b--d83e14b7,PayJoy,https://www.crunchbase.com/organization/payjoy,Series B,20000000,USD,20000000,2019-05-23,"Credit, Emerging Markets, Financial Services, FinTech, Mobile, Software","San Francisco, California, United States, North America",$10M to $50M,9,Early Stage Venture
Series A - Modern Health,https://www.crunchbase.com/funding_round/modern-health-series-a--48f2a3bc,Modern Health,https://www.crunchbase.com/organization/modern-health,Series A,9000000,USD,9000000,2019-05-23,"Employee Benefits, Fitness, Health Care, Human Resources, Wellness","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Series A - DecisionNext,https://www.crunchbase.com/funding_round/decisionnext-series-a--cd1701cd,DecisionNext,https://www.crunchbase.com/organization/decisionnext,Series A,7000000,USD,7000000,2019-05-23,"Enterprise Software, Information Technology, Predictive Analytics","San Francisco, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - PlanetScale,https://www.crunchbase.com/funding_round/planetscale-series-a--9b333108,PlanetScale,https://www.crunchbase.com/organization/planetscale,Series A,22000000,USD,22000000,2019-05-23,"Database, Information Technology, Software","Mountain View, California, United States, North America",$1M to $10M,2,Early Stage Venture
Grant - Leonardo DiCaprio Foundation,https://www.crunchbase.com/funding_round/leonardo-dicaprio-foundation-grant--7830a2b0,Leonardo DiCaprio Foundation,https://www.crunchbase.com/organization/leonardo-dicaprio-foundation,Grant,500000,USD,500000,2019-05-23,Information Technology,"Los Angeles, California, United States, North America",,1,
Grant - Respira Labs,https://www.crunchbase.com/funding_round/respira-labs-grant--81bd31af,Respira Labs,https://www.crunchbase.com/organization/respira-labs,Grant,20000,USD,20000,2019-05-23,"Health Care, Machine Learning, Medical Device, Wearables","Mountain View, California, United States, North America",,6,Seed
Pre Seed Round - Datasaur,https://www.crunchbase.com/funding_round/datasaur-pre-seed--4bff7b14,Datasaur,https://www.crunchbase.com/organization/datasaur,Pre-Seed,1250000,USD,1250000,2019-05-24,"Artificial Intelligence, Information Technology, Productivity Tools","Sunnyvale, California, United States, North America",,4,Seed
Seed Round - Phi Therapeutics,https://www.crunchbase.com/funding_round/phi-therapeutics-seed--1712ee07,Phi Therapeutics,https://www.crunchbase.com/organization/phi-therapeutics,Seed,575000,USD,575000,2019-05-24,"Biotechnology, Health Care, Wellness","San Francisco, California, United States, North America",,2,Seed
Venture Round - CloudMedx Inc,https://www.crunchbase.com/funding_round/cloudmedx-series-unknown--003075db,CloudMedx Inc,https://www.crunchbase.com/organization/cloudmedx,Venture - Series Unknown,1999999,USD,1999999,2019-05-24,"Artificial Intelligence, Big Data, Health Care, Information Technology, Machine Learning, Natural Language Processing, Neuroscience, Personal Health, Predictive Analytics","Palo Alto, California, United States, North America",$1M to $10M,4,
Series A - Zero,https://www.crunchbase.com/funding_round/zero-financial-series-a--a4ddec1a,Zero,https://www.crunchbase.com/organization/zero-financial,Series A,20000000,USD,20000000,2019-05-24,"Banking, Credit Cards, Financial Services","San Francisco, California, United States, North America",$10M to $50M,5,Early Stage Venture
Series A - Outschool,https://www.crunchbase.com/funding_round/outschool-series-a--7f190100,Outschool,https://www.crunchbase.com/organization/outschool,Series A,8500000,USD,8500000,2019-05-28,"Children, Education, Information Technology","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Pre Seed Round - Gentem,https://www.crunchbase.com/funding_round/gentem-pre-seed--8227583d,Gentem,https://www.crunchbase.com/organization/gentem,Pre-Seed,,,,2019-05-28,"Health Care, InsurTech","San Francisco, California, United States, North America",$1M to $10M,3,Seed
Series I - EndoGastric Solutions,https://www.crunchbase.com/funding_round/endogastric-solutions-series-i--29351fca,EndoGastric Solutions,https://www.crunchbase.com/organization/endogastric-solutions,Series I,15000000,USD,15000000,2019-05-28,"Health Care, Health Diagnostics, Medical Device","San Mateo, California, United States, North America",$10M to $50M,20,Late Stage Venture
Series G - Avalanche Technology,https://www.crunchbase.com/funding_round/avalanche-technology-series-g--0523f8a0,Avalanche Technology,https://www.crunchbase.com/organization/avalanche-technology,Series G,33000000,USD,33000000,2019-05-28,"Computer, Flash Storage, Information Technology","Fremont, California, United States, North America",$10M to $50M,9,Late Stage Venture
Post-IPO Equity - OncoSec Medical,https://www.crunchbase.com/funding_round/oncosec-medical-post-ipo-equity--e183c3d9,OncoSec Medical,https://www.crunchbase.com/organization/oncosec-medical,Post-IPO Equity,11000000,USD,11000000,2019-05-28,"Biotechnology, Health Care, Life Science","San Diego, California, United States, North America",$10M to $50M,8,IPO
Private Equity Round - SoFi,https://www.crunchbase.com/funding_round/social-finance-private-equity--434a88cd,SoFi,https://www.crunchbase.com/organization/social-finance,Private Equity,500000000,USD,500000000,2019-05-29,"Finance, Financial Services, FinTech, Life Insurance, Personal Finance, Wealth Management","San Francisco, California, United States, North America",$500M to $1B,14,Private Equity
Series B - Welkin Health,https://www.crunchbase.com/funding_round/welkin-health-series-b--fb6f47ef,Welkin Health,https://www.crunchbase.com/organization/welkin-health,Series B,17500000,USD,17500000,2019-05-29,"Computer, Health Care, Software","San Francisco, California, United States, North America",Less than $1M,6,Early Stage Venture
Seed Round - CollegeBacker,https://www.crunchbase.com/funding_round/collegebacker-seed--b10ada12,CollegeBacker,https://www.crunchbase.com/organization/collegebacker,Seed,2500000,USD,2500000,2019-05-29,"Education, Finance","San Francisco, California, United States, North America",$1M to $10M,1,Seed
Series A - Firefly,https://www.crunchbase.com/funding_round/firefly-3919-series-a--0fafa2a1,Firefly,https://www.crunchbase.com/organization/firefly-3919,Series A,30000000,USD,30000000,2019-05-30,"Advertising Platforms, Information Technology, Smart Cities","San Francisco, California, United States, North America",$10M to $50M,4,Early Stage Venture
Seed Round - HALO Diagnostics,https://www.crunchbase.com/funding_round/halo-diagnostics-seed--f32bdc2d,HALO Diagnostics,https://www.crunchbase.com/organization/halo-diagnostics,Seed,488000,USD,488000,2019-05-30,"Health Care, Health Diagnostics, Hospital, Medical Device","Menlo Park, California, United States, North America",,1,Seed
Seed Round - Wildlink,https://www.crunchbase.com/funding_round/wildlink-seed--850e50a1,Wildlink,https://www.crunchbase.com/organization/wildlink,Seed,,,,2019-05-30,Information Technology,"Solana Beach, California, United States, North America",,1,Seed
Series A - BabbleLabs,https://www.crunchbase.com/funding_round/babblabs-series-a--9fd98570,BabbleLabs,https://www.crunchbase.com/organization/babblabs,Series A,14000000,USD,14000000,2019-05-30,"Computer, Information Technology, Software","San Jose, California, United States, North America",Less than $1M,2,Early Stage Venture
Series B - Weights & Biases,https://www.crunchbase.com/funding_round/weights-biases-series-b--ad7ecd24,Weights & Biases,https://www.crunchbase.com/organization/weights-biases,Series B,15000000,USD,15000000,2019-05-30,"Information Services, Information Technology, Machine Learning, Software","San Francisco, California, United States, North America",$1M to $10M,2,Early Stage Venture
Venture Round - Intuity Medical,https://www.crunchbase.com/funding_round/intuity-medical-series-unknown--2506c9aa,Intuity Medical,https://www.crunchbase.com/organization/intuity-medical,Venture - Series Unknown,26266376,USD,26266376,2019-05-30,"Diabetes, Health Care, Medical, Medical Device","Fremont, California, United States, North America",$50M to $100M,19,
Pre Seed Round - Embry Tech,https://www.crunchbase.com/funding_round/embry-pre-seed--60bd92cc,Embry Tech,https://www.crunchbase.com/organization/embry,Pre-Seed,,,,2019-05-31,"Health Care, Lifestyle, Shoes, Wearables, Wellness","Compton, California, United States, North America",,3,Seed
Venture Round - Grid Dynamics,https://www.crunchbase.com/funding_round/grid-dynamics-series-unknown--f377582d,Grid Dynamics,https://www.crunchbase.com/organization/grid-dynamics,Venture - Series Unknown,15000000,USD,15000000,2019-05-31,"Cloud Computing, Information Technology, Mobile, Mobile Apps, Outsourcing, Software, Software Engineering","San Ramon, California, United States, North America",$10M to $50M,2,M&A
Pre Seed Round - ElectroNeek,https://www.crunchbase.com/funding_round/electroneek-pre-seed--2a51af7e,ElectroNeek,https://www.crunchbase.com/organization/electroneek,Pre-Seed,500000,USD,500000,2019-05-31,"Assistive Technology, Computer, Data Center Automation, Electronic Design Automation (EDA), Enterprise Software, Human Resources, Industrial Automation, Information Services, Information Technology, Robotics","San Francisco, California, United States, North America",$1M to $10M,8,Seed
Pre Seed Round - Moichor,https://www.crunchbase.com/funding_round/moichor-pre-seed--c47ecffb,Moichor,https://www.crunchbase.com/organization/moichor,Pre-Seed,720000,USD,720000,2019-05-31,"Health Care, Health Diagnostics, Information Technology, Veterinary","San Francisco, California, United States, North America",,2,Seed
"Pre Seed Round - Solecular, Inc.",https://www.crunchbase.com/funding_round/solecular-inc-pre-seed--f1143531,"Solecular, Inc.",https://www.crunchbase.com/organization/solecular-inc,Pre-Seed,100000,USD,100000,2019-05-31,"Artificial Intelligence, CRM, Information Technology, Internet, SaaS, Small and Medium Businesses, Software","Sunnyvale, California, United States, North America",,4,Seed
Debt Financing - Hana Commercial Finance (“HCFI”),https://www.crunchbase.com/funding_round/hana-commercial-finance-hcfi-debt-financing--c7877509,Hana Commercial Finance (“HCFI”),https://www.crunchbase.com/organization/hana-commercial-finance-hcfi,Debt Financing,100000000,USD,100000000,2019-05-31,"Banking, Bitcoin, Financial Services","Los Angeles, California, United States, North America",,1,
Series A - Tendermint,https://www.crunchbase.com/funding_round/tendermint-2-series-a--52736690,Tendermint,https://www.crunchbase.com/organization/tendermint-2,Series A,,,,2019-06-01,"Blockchain, Cryptocurrency, Information Technology, Internet","Berkeley, California, United States, North America",Less than $1M,3,Early Stage Venture
Series A - Bloom Farms,https://www.crunchbase.com/funding_round/bloom-farms-series-a--f69523c4,Bloom Farms,https://www.crunchbase.com/organization/bloom-farms,Series A,,,,2019-06-01,"Alternative Medicine, Cannabis, Health Care","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Debt Financing - CloudPassage,https://www.crunchbase.com/funding_round/cloudpassage-debt-financing--ad3175b2,CloudPassage,https://www.crunchbase.com/organization/cloudpassage,Debt Financing,7500000,USD,7500000,2019-06-01,"Cloud Security, Cyber Security, Data Center, Enterprise Software, Information Technology, Internet, Network Security, Security, Software","San Francisco, California, United States, North America",$10M to $50M,6,Late Stage Venture
Convertible Note - Ascendo.ai,https://www.crunchbase.com/funding_round/ekryp-inc-convertible-note--7e5f3ee1,Ascendo.ai,https://www.crunchbase.com/organization/ekryp-inc,Convertible Note,50000,USD,50000,2019-06-01,"Customer Service, Field Support, Information Technology, Software, Technical Support","Palo Alto, California, United States, North America",,2,Seed
Seed Round - Stoovo,https://www.crunchbase.com/funding_round/stoovo-seed--d4dd7b2f,Stoovo,https://www.crunchbase.com/organization/stoovo,Seed,,,,2019-06-01,"Finance, FinTech, Freelance, Sharing Economy, Staffing Agency, Virtual Workforce","San Francisco, California, United States, North America",,1,Seed
Series A - Akash Systems,https://www.crunchbase.com/funding_round/akash-systems-series-a--6c28ebef,Akash Systems,https://www.crunchbase.com/organization/akash-systems,Series A,,,,2019-06-01,"Aerospace, Information Technology, Manufacturing, Satellite Communication, Space Travel","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Venture Round - MeasureOne,https://www.crunchbase.com/funding_round/measureone-series-unknown--c06ddf3a,MeasureOne,https://www.crunchbase.com/organization/measureone,Venture - Series Unknown,,,,2019-06-01,"Finance, Financial Services, FinTech","San Francisco, California, United States, North America",$1M to $10M,2,
Seed Round - Vested,https://www.crunchbase.com/funding_round/vested-6e69-seed--d68caf8d,Vested,https://www.crunchbase.com/organization/vested-6e69,Seed,700000,USD,700000,2019-06-01,"FinTech, Internet","Berkeley, California, United States, North America",,2,Seed
Pre Seed Round - Protocol Intelligence Inc.,https://www.crunchbase.com/funding_round/protocol-intelligence-inc-pre-seed--2b89c77c,Protocol Intelligence Inc.,https://www.crunchbase.com/organization/protocol-intelligence-inc,Pre-Seed,,,,2019-06-01,Health Care,"San Diego, California, United States, North America",,1,Seed
Convertible Note - type:A Brands,https://www.crunchbase.com/funding_round/type-a-brands-convertible-note--5f32b3b4,type:A Brands,https://www.crunchbase.com/organization/type-a-brands,Convertible Note,,,,2019-06-01,"Beauty, Consumer Goods, Health Care, Lifestyle, Wellness","Santa Monica, California, United States, North America",,2,
Pre Seed Round - Arivia,https://www.crunchbase.com/funding_round/arivia-digital-pre-seed--f0e96141,Arivia,https://www.crunchbase.com/organization/arivia-digital,Pre-Seed,100000,USD,100000,2019-06-01,"Information Technology, Internet, Restaurants, Software","San Francisco, California, United States, North America",,1,Seed
Non Equity Assistance - TealTech MMO,https://www.crunchbase.com/funding_round/tealnet-mmo-non-equity-assistance--d55ae14b,TealTech MMO,https://www.crunchbase.com/organization/tealnet-mmo,Non-equity Assistance,,,,2019-06-01,"Health Care, Health Diagnostics, Home Health Care, mHealth","San Diego, California, United States, North America",,2,
Series A - ARwall,https://www.crunchbase.com/funding_round/arwall-series-a--36f5e59f,ARwall,https://www.crunchbase.com/organization/arwall,Series A,,,,2019-06-01,"Augmented Reality, Information Services, Information Technology, Location Based Services","Los Angeles, California, United States, North America",,2,Early Stage Venture
Seed Round - Intact Therapeutics,https://www.crunchbase.com/funding_round/intact-therapeutics-seed--65e9f34d,Intact Therapeutics,https://www.crunchbase.com/organization/intact-therapeutics,Seed,,,,2019-06-01,"Delivery, Health Care, Therapeutics","Belmont, California, United States, North America",,2,Seed
Pre Seed Round - Metcalfe,https://www.crunchbase.com/funding_round/metcalfe-pre-seed--11621d6d,Metcalfe,https://www.crunchbase.com/organization/metcalfe,Pre-Seed,,,,2019-06-01,"Financial Services, FinTech, Venture Capital","Santa Monica, California, United States, North America",,1,Seed
Seed Round - Givsum,https://www.crunchbase.com/funding_round/givsum-seed--06d1c1b9,Givsum,https://www.crunchbase.com/organization/givsum,Seed,,,,2019-06-01,"Charity, Collaboration, Database, Information Technology, Software","Costa Mesa, California, United States, North America",,3,Seed
Seed Round - Pablito,https://www.crunchbase.com/funding_round/pablito-seed--ba93d7ec,Pablito,https://www.crunchbase.com/organization/pablito,Seed,225000,USD,225000,2019-06-01,"Information Technology, Mobile Apps, Software, Transportation","Los Angeles, California, United States, North America",,3,Seed
Convertible Note - Antibiotic Adjuvant,https://www.crunchbase.com/funding_round/antibiotic-adjuvant-convertible-note--64ea4504,Antibiotic Adjuvant,https://www.crunchbase.com/organization/antibiotic-adjuvant,Convertible Note,,,,2019-06-03,"Biotechnology, Health Care, Information Technology, Medical","San Francisco, California, United States, North America",Less than $1M,2,
Seed Round - Notiv,https://www.crunchbase.com/funding_round/notiv-seed--c090d790,Notiv,https://www.crunchbase.com/organization/notiv,Seed,1400000,AUD,975806,2019-06-03,"Artificial Intelligence, Information Technology","San Francisco, California, United States, North America",,1,Seed
