Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Seed Round - Mage App Inc.,https://www.crunchbase.com/funding_round/mage-market-seed--1727dad1,Mage App Inc.,https://www.crunchbase.com/organization/mage-market,Seed,635000,USD,635000,2019-03-19,"Communities, E-Commerce, Retail","Atherton, California, United States, North America",,2,Seed
Series B - Plastiq,https://www.crunchbase.com/funding_round/plastiq-series-b--ba47c506,Plastiq,https://www.crunchbase.com/organization/plastiq,Series B,1500000,USD,1500000,2017-08-19,"Credit Cards, E-Commerce, Financial Services, FinTech, Payments","San Francisco, California, United States, North America",$50M to $100M,8,Late Stage Venture
Seed Round - Mylk Guys,https://www.crunchbase.com/funding_round/mylk-guys-seed--2653541a,Mylk Guys,https://www.crunchbase.com/organization/mylk-guys,Seed,,,,2018-09-01,"E-Commerce, Food and Beverage","San Francisco, California, United States, North America",,4,Seed
Pre Seed Round - Primal Wine,https://www.crunchbase.com/funding_round/primal-wine-pre-seed--9388eebb,Primal Wine,https://www.crunchbase.com/organization/primal-wine,Pre-Seed,,,,2019-04-29,"E-Commerce, Food and Beverage","Los Angeles, California, United States, North America",,1,Seed
Series A - Resident,https://www.crunchbase.com/funding_round/resident-49d0-series-a--4bfbf2db,Resident,https://www.crunchbase.com/organization/resident-49d0,Series A,10500000,USD,10500000,2018-01-13,"Consumer Goods, E-Commerce, Internet, Retail","Mountain View, California, United States, North America",$100M to $500M,2,Early Stage Venture
Seed Round - Part & Parcel,https://www.crunchbase.com/funding_round/part-parcel-seed--1bda2685,Part & Parcel,https://www.crunchbase.com/organization/part-parcel,Seed,4000000,USD,4000000,2019-05-14,"E-Commerce, Fashion, Textiles, Women's","San Francisco, California, United States, North America",,1,Seed
Series B - Eaze,https://www.crunchbase.com/funding_round/eaze-2-series-b--75800fcc,Eaze,https://www.crunchbase.com/organization/eaze-2,Series B,32000000,USD,32000000,2018-03-08,"Cannabis, Consumer, E-Commerce, Health Care, Marketplace","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Seed Round - Honeylove,https://www.crunchbase.com/funding_round/honeylove-seed--154f5c9f,Honeylove,https://www.crunchbase.com/organization/honeylove,Seed,,,,2018-09-01,"E-Commerce, E-Commerce Platforms, Fashion, Lingerie","San Francisco, California, United States, North America",,3,Seed
Pre Seed Round - KiKi,https://www.crunchbase.com/funding_round/kiki-pre-seed--53a4a206,KiKi,https://www.crunchbase.com/organization/kiki,Pre-Seed,100000,USD,100000,2019-06-01,"Apps, Consumer, Dating, E-Commerce, Marketplace, Mobile, Social, Social Network, Software","San Francisco, California, United States, North America",,2,Seed
Seed Round - COMMERCE.AI,https://www.crunchbase.com/funding_round/commerce-ai-seed--31497216,COMMERCE.AI,https://www.crunchbase.com/organization/commerce-ai,Seed,1500000,USD,1500000,2017-11-12,"Artificial Intelligence, B2B, Brand Marketing, E-Commerce, Enterprise, Retail Technology","Sunnyvale, California, United States, North America",Less than $1M,3,
Series B - Webscale,https://www.crunchbase.com/funding_round/webscale-networks-series-b--7d010fb9,Webscale,https://www.crunchbase.com/organization/webscale-networks,Series B,14000000,USD,14000000,2019-05-13,"Cloud Infrastructure, E-Commerce, Enterprise Software, SaaS","Sunnyvale, California, United States, North America",$1M to $10M,5,Early Stage Venture
Funding Round - Full Harvest,https://www.crunchbase.com/funding_round/fullharvest-undisclosed--49bd82fc,Full Harvest,https://www.crunchbase.com/organization/fullharvest,Funding Round,1000000,USD,1000000,2018-05-02,"Agriculture, B2B, E-Commerce, Farming, Food and Beverage, Retail, Sustainability","San Francisco, California, United States, North America",Less than $1M,3,Early Stage Venture
Series B - Booksy,https://www.crunchbase.com/funding_round/booksy-series-b--714e3566,Booksy,https://www.crunchbase.com/organization/booksy,Series B,13200000,USD,13200000,2018-07-05,"Apps, Beauty, E-Commerce, Mobile, SaaS","San Francisco, California, United States, North America",Less than $1M,6,Early Stage Venture
Series G - Wish,https://www.crunchbase.com/funding_round/wish-series-g--deeda6a6,Wish,https://www.crunchbase.com/organization/wish,Series G,250000000,USD,250000000,2017-09-20,"Computer, Content Discovery, E-Commerce, Machine Learning, Mobile, Software","San Francisco, California, United States, North America",$1B to $10B,10,Late Stage Venture
Seed Round - Benja Commerce Platform,https://www.crunchbase.com/funding_round/benjamin-seed--670ac772,Benja Commerce Platform,https://www.crunchbase.com/organization/benjamin,Seed,700000,USD,700000,2018-11-01,"Advertising, Apps, E-Commerce, Mobile","San Francisco, California, United States, North America",Less than $1M,8,Seed
Seed Round - Benja Commerce Platform,https://www.crunchbase.com/funding_round/benjamin-seed--e370254a,Benja Commerce Platform,https://www.crunchbase.com/organization/benjamin,Seed,,,,2017-10-01,"Advertising, Apps, E-Commerce, Mobile","San Francisco, California, United States, North America",Less than $1M,8,Seed
Series C - Hims,https://www.crunchbase.com/funding_round/hims-series-c--6b5d29a5,Hims,https://www.crunchbase.com/organization/hims,Series C,100000000,USD,100000000,2019-01-28,"E-Commerce, Health Care, Men's, Wellness","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Pre Seed Round - Wisp,https://www.crunchbase.com/funding_round/wisp-74b1-pre-seed--27fa64ff,Wisp,https://www.crunchbase.com/organization/wisp-74b1,Pre-Seed,,,,2019-05-01,E-Commerce,"San Francisco, California, United States, North America",,1,Seed
Convertible Note - Bid Ops,https://www.crunchbase.com/funding_round/bid-ops-convertible-note--9951fbf3,Bid Ops,https://www.crunchbase.com/organization/bid-ops,Convertible Note,,,,2019-05-02,E-Commerce,"San Francisco, California, United States, North America",$1M to $10M,3,Seed
Seed Round - United Dwelling,https://www.crunchbase.com/funding_round/united-dwelling-seed--5704ce38,United Dwelling,https://www.crunchbase.com/organization/united-dwelling,Seed,2200000,USD,2200000,2019-03-05,"E-Commerce, Internet, Real Estate","Los Angeles, California, United States, North America",,1,Seed
Series E - Coinbase,https://www.crunchbase.com/funding_round/coinbase-series-e--25f6f746,Coinbase,https://www.crunchbase.com/organization/coinbase,Series E,300000000,USD,300000000,2018-10-30,"Bitcoin, Blockchain, Cryptocurrency, E-Commerce, Ethereum, FinTech, Personal Finance, Virtual Currency","San Francisco, California, United States, North America",$10M to $50M,9,Late Stage Venture
Venture Round - Wheelwell,https://www.crunchbase.com/funding_round/tracktopia-series-unknown--7bc4384a,Wheelwell,https://www.crunchbase.com/organization/tracktopia,Venture - Series Unknown,3000000,USD,3000000,2019-05-16,"Automotive, Big Data, E-Commerce, E-Commerce Platforms, iOS, Marketplace","San Francisco, California, United States, North America",Less than $1M,3,
Series A - Cheetah,https://www.crunchbase.com/funding_round/cheetah-series-a--6e8ff4f5,Cheetah,https://www.crunchbase.com/organization/cheetah,Series A,29850000,USD,29850000,2018-10-18,"E-Commerce, Food and Beverage, Logistics, Packaging Services, Supply Chain Management","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Pre Seed Round - Crinkle,https://www.crunchbase.com/funding_round/crinkle-pre-seed--46d78940,Crinkle,https://www.crunchbase.com/organization/crinkle,Pre-Seed,40000,USD,40000,2019-06-01,E-Commerce,"San Francisco, California, United States, North America",,1,Seed
Seed Round - Shipsi,https://www.crunchbase.com/funding_round/shipsi-inc-seed--56206e94,Shipsi,https://www.crunchbase.com/organization/shipsi-inc,Seed,1900000,USD,1900000,2018-11-28,"E-Commerce, Information Services, Information Technology","Venice, California, United States, North America",$1M to $10M,6,Seed
Series C - Drop,https://www.crunchbase.com/funding_round/massdrop-series-c--4ca32311,Drop,https://www.crunchbase.com/organization/massdrop,Series C,27150000,USD,27150000,2019-04-29,"Communities, E-Commerce, Product Design, Shopping","San Francisco, California, United States, North America",$10M to $50M,4,Late Stage Venture
"Seed Round - VoiceSell, Inc.",https://www.crunchbase.com/funding_round/voicesell-seed--239e148b,"VoiceSell, Inc.",https://www.crunchbase.com/organization/voicesell,Seed,4000000,USD,4000000,2019-05-22,"Artificial Intelligence, E-Commerce, Software","Santa Clara, California, United States, North America",$1M to $10M,1,Seed
Corporate Round - Fyusion,https://www.crunchbase.com/funding_round/fyusion-corporate-round--fdafd31c,Fyusion,https://www.crunchbase.com/organization/fyusion,Corporate Round,3000000,USD,3000000,2019-05-23,"3D Technology, Android, Artificial Intelligence, Augmented Reality, Automotive, E-Commerce, Enterprise Software, iOS, Machine Learning, Virtual Reality","San Francisco, California, United States, North America",Less than $1M,5,
Series A - Higg Co,https://www.crunchbase.com/funding_round/higg-co-series-a--09dd7fea,Higg Co,https://www.crunchbase.com/organization/higg-co,Series A,11000000,USD,11000000,2019-05-01,"Consumer Goods, E-Commerce, Information Technology, SaaS, Software","San Francisco, California, United States, North America",,1,Early Stage Venture
Series A - Foodstirs,https://www.crunchbase.com/funding_round/foodstirs-series-a--4b59f2dc,Foodstirs,https://www.crunchbase.com/organization/foodstirs,Series A,,,,2018-06-01,"Consumer Goods, E-Commerce, Organic Food, Retail","Santa Monica, California, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - BayAreaRedwood.com,https://www.crunchbase.com/funding_round/bayarearedwood-com-seed--a839bae1,BayAreaRedwood.com,https://www.crunchbase.com/organization/bayarearedwood-com,Seed,30000,USD,30000,2019-01-01,"B2B, E-Commerce, Furniture, Green Consumer Goods, Interior Design, Manufacturing, Recycling, Retail, Wholesale, Wood Processing","Hayward, California, United States, North America",,1,Seed
Series A - NEGOS,https://www.crunchbase.com/funding_round/negos-series-a--19f165f5,NEGOS,https://www.crunchbase.com/organization/negos,Series A,400000,USD,400000,2019-05-01,"Digital Marketing, E-Commerce, Internet, SaaS","Palo Alto, California, United States, North America",,3,Early Stage Venture
Seed Round - Fab Fad,https://www.crunchbase.com/funding_round/fab-fad-seed--4b4f6488,Fab Fad,https://www.crunchbase.com/organization/fab-fad,Seed,,,,2019-02-01,"Advertising, E-Commerce, Fashion, Manufacturing","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Shipsi,https://www.crunchbase.com/funding_round/shipsi-inc-seed--a4493cf4,Shipsi,https://www.crunchbase.com/organization/shipsi-inc,Seed,,,,2018-01-01,"E-Commerce, Information Services, Information Technology","Venice, California, United States, North America",$1M to $10M,6,Seed
Pre Seed Round - Public Market,https://www.crunchbase.com/funding_round/public-market-pre-seed--eeb4b336,Public Market,https://www.crunchbase.com/organization/public-market,Pre-Seed,,,,2018-11-28,E-Commerce,"San Francisco, California, United States, North America",,1,Seed
Seed Round - Senpex,https://www.crunchbase.com/funding_round/senpex-seed--7a1151dc,Senpex,https://www.crunchbase.com/organization/senpex,Seed,100000,USD,100000,2019-06-01,"Catering, Crowdsourcing, Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Last Mile Transportation, Same Day Delivery, Shipping","Sunnyvale, California, United States, North America",Less than $1M,5,Seed
Seed Round - DigiFabster,https://www.crunchbase.com/funding_round/digifabster-seed--e9aab018,DigiFabster,https://www.crunchbase.com/organization/digifabster,Seed,,,,2019-06-01,"3D Printing, CRM, E-Commerce, Enterprise Resource Planning (ERP), Manufacturing, Software","Pasadena, California, United States, North America",Less than $1M,3,Seed
Seed Round - Anomalie,https://www.crunchbase.com/funding_round/anomalie-seed--2e78c33c,Anomalie,https://www.crunchbase.com/organization/anomalie,Seed,4500000,USD,4500000,2017-11-01,"E-Commerce, Fashion, Wedding","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Pre Seed Round - Skynur,https://www.crunchbase.com/funding_round/skynur-pre-seed--2b3fe32b,Skynur,https://www.crunchbase.com/organization/skynur,Pre-Seed,,,,2019-03-06,"Consumer Applications, E-Commerce, Education, Enterprise Applications, iOS, Mobile Apps, Productivity Tools","San Diego, California, United States, North America",,2,Seed
Seed Round - Muncheez,https://www.crunchbase.com/funding_round/muncheez-seed--e959a08a,Muncheez,https://www.crunchbase.com/organization/muncheez,Seed,2500000,USD,2500000,2018-11-01,"Cannabis, Digital Marketing, Digital Media, E-Commerce, Internet, Media and Entertainment, Mobile Apps, SaaS, Software","Culver City, California, United States, North America",,2,Seed
Series D - Sun Basket,https://www.crunchbase.com/funding_round/sun-basket-series-d--337a5cad,Sun Basket,https://www.crunchbase.com/organization/sun-basket,Series D,42800000,USD,42800000,2018-01-25,"Cooking, Delivery, E-Commerce, Organic Food","San Francisco, California, United States, North America",$100M to $500M,8,Late Stage Venture
Seed Round - Storr,https://www.crunchbase.com/funding_round/storr-seed--3683f450,Storr,https://www.crunchbase.com/organization/storr,Seed,3000000,USD,3000000,2019-05-15,"E-Commerce, Mobile Apps, Retail, Social Media","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Pre Seed Round - BestBeing,https://www.crunchbase.com/funding_round/bestbeing-pre-seed--c8fd53b1,BestBeing,https://www.crunchbase.com/organization/bestbeing,Pre-Seed,300000,USD,300000,2019-01-01,"E-Commerce, Information Technology, Internet","Winnetka, California, United States, North America",,1,Seed
Pre Seed Round - a Pot for Pot,https://www.crunchbase.com/funding_round/a-pot-for-pot-pre-seed--cf6d8331,a Pot for Pot,https://www.crunchbase.com/organization/a-pot-for-pot,Pre-Seed,315000,USD,315000,2019-01-31,"Agriculture, Cannabis, E-Commerce, Health Care, Home and Garden, Hydroponics, Organic","Oakland, California, United States, North America",,2,Seed
Series C - ChowNow,https://www.crunchbase.com/funding_round/chownow-series-c--24f5c6a4,ChowNow,https://www.crunchbase.com/organization/chownow,Series C,21000000,USD,21000000,2019-05-08,"Apps, Delivery Service, E-Commerce, Hospitality, Internet, Local, Mobile Apps, Restaurants","Playa Vista, California, United States, North America",$1M to $10M,9,Late Stage Venture
Venture Round - BlueCart,https://www.crunchbase.com/funding_round/bluecart-series-unknown--7456b308,BlueCart,https://www.crunchbase.com/organization/bluecart,Venture - Series Unknown,,,,2019-05-18,"E-Commerce, Hospitality, Mobile, Restaurants, Wholesale","Sunnyvale, California, United States, North America",$1M to $10M,6,
Angel Round - DesignerInc,https://www.crunchbase.com/funding_round/designerinc-angel--4d74f56e,DesignerInc,https://www.crunchbase.com/organization/designerinc,Angel,525000,USD,525000,2018-04-20,"B2B, E-Commerce, Furniture, Interior Design, Lighting, Marketplace","Palo Alto, California, United States, North America",,3,Seed
Seed Round - Driven Deliveries,https://www.crunchbase.com/funding_round/driven-deliveries-seed--6a229bec,Driven Deliveries,https://www.crunchbase.com/organization/driven-deliveries,Seed,1700000,USD,1700000,2018-12-05,"Cannabis, Delivery, Delivery Service, E-Commerce, Same Day Delivery","San Diego, California, United States, North America",$1M to $10M,1,IPO
Seed Round - Toolots,https://www.crunchbase.com/funding_round/toolots-seed--06257e0c,Toolots,https://www.crunchbase.com/organization/toolots,Seed,8500000,USD,8500000,2019-05-13,"B2B, E-Commerce, Marketplace","Cerritos, California, United States, North America",,1,Seed
Venture Round - The Baby Box Co.,https://www.crunchbase.com/funding_round/the-baby-box-co-series-unknown--8d2975f7,The Baby Box Co.,https://www.crunchbase.com/organization/the-baby-box-co,Venture - Series Unknown,,,,2019-03-27,"Baby, E-Commerce, E-Learning","Los Angeles, California, United States, North America",$1M to $10M,3,
Seed Round - KwikBuck,https://www.crunchbase.com/funding_round/kwikbuck-seed--8a196a3c,KwikBuck,https://www.crunchbase.com/organization/kwikbuck,Seed,,,,2019-06-01,"Delivery Service, E-Commerce, Marketplace, Mobile Apps, Mobile Payments, Same Day Delivery","San Francisco, California, United States, North America",,1,Seed
Seed Round - myPanier,https://www.crunchbase.com/funding_round/mypanier-com-seed--ec42d818,myPanier,https://www.crunchbase.com/organization/mypanier-com,Seed,,,,2019-05-01,"E-Commerce, Food and Beverage","Lake Forest, California, United States, North America",Less than $1M,2,Seed
Seed Round - Storr,https://www.crunchbase.com/funding_round/storr-seed--ad937a4f,Storr,https://www.crunchbase.com/organization/storr,Seed,4100000,USD,4100000,2019-01-16,"E-Commerce, Mobile Apps, Retail, Social Media","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Seed Round - Calii,https://www.crunchbase.com/funding_round/calii-seed--31b61fa0,Calii,https://www.crunchbase.com/organization/calii,Seed,5200000,USD,5200000,2019-03-18,"E-Commerce, Food and Beverage, Logistics, Supply Chain Management, Sustainability","San Francisco, California, United States, North America",,2,Seed
Seed Round - Carts Guru,https://www.crunchbase.com/funding_round/carts-guru-seed--ca795fb8,Carts Guru,https://www.crunchbase.com/organization/carts-guru,Seed,1000000,USD,1000000,2019-04-01,"Ad Retargeting, E-Commerce, Marketing, Marketing Automation, Retail","San Francisco, California, United States, North America",$10M to $50M,4,Seed
Series A - Confident Cannabis,https://www.crunchbase.com/funding_round/confident-cannabis-series-a--d75f1d4a,Confident Cannabis,https://www.crunchbase.com/organization/confident-cannabis,Series A,12000000,USD,12000000,2019-01-16,"Analytics, Cannabis, E-Commerce, Information Technology, SaaS, Software","Palo Alto, California, United States, North America",Less than $1M,2,Early Stage Venture
Series A - Grabr,https://www.crunchbase.com/funding_round/grabr-series-a--52c73b9a,Grabr,https://www.crunchbase.com/organization/grabr,Series A,8000000,USD,8000000,2018-03-06,"Delivery, E-Commerce, Peer to Peer, Travel","San Francisco, California, United States, North America",Less than $1M,5,
Seed Round - Relevon,https://www.crunchbase.com/funding_round/relevon-seed--438b57a8,Relevon,https://www.crunchbase.com/organization/relevon,Seed,,,,2019-05-24,"Big Data, Business Intelligence, E-Commerce, Marketing, Marketing Automation","San Francisco, California, United States, North America",,1,Seed
Seed Round - Kitterly,https://www.crunchbase.com/funding_round/kitterly-seed--534f49e0,Kitterly,https://www.crunchbase.com/organization/kitterly,Seed,,,,2019-03-18,"E-Commerce, Fashion","Los Angeles, California, United States, North America",$1M to $10M,4,Seed
Seed Round - Kitterly,https://www.crunchbase.com/funding_round/kitterly-seed--ce60f8cd,Kitterly,https://www.crunchbase.com/organization/kitterly,Seed,850000,USD,850000,2019-02-20,"E-Commerce, Fashion","Los Angeles, California, United States, North America",$1M to $10M,4,Seed
Funding Round - NexTag,https://www.crunchbase.com/funding_round/nextag-undisclosed--90a94de2,NexTag,https://www.crunchbase.com/organization/nextag,Funding Round,,,,2019-01-01,"E-Commerce, Internet, Shopping","San Mateo, California, United States, North America",,4,M&A
Seed Round - My Lil' HealthBot,https://www.crunchbase.com/funding_round/my-lil-healthbot-seed--2097de72,My Lil' HealthBot,https://www.crunchbase.com/organization/my-lil-healthbot,Seed,300000,USD,300000,2019-03-18,"Computer, E-Commerce, Health Care, Software","Los Angeles, California, United States, North America",,1,Seed
Seed Round - Flip,https://www.crunchbase.com/funding_round/flip-2-seed--232da221,Flip,https://www.crunchbase.com/organization/flip-2,Seed,300000,USD,300000,2017-08-05,"Apps, E-Commerce, Mobile, Peer to Peer","San Francisco, California, United States, North America",$1M to $10M,3,Seed
Series A - KOODING,https://www.crunchbase.com/funding_round/kooding-series-a--643a3340,KOODING,https://www.crunchbase.com/organization/kooding,Series A,,,,2018-11-28,"E-Commerce, Fashion, Marketplace, Online Portals, Retail","Irvine, California, United States, North America",$1M to $10M,3,Early Stage Venture
Pre Seed Round - Via,https://www.crunchbase.com/funding_round/via-eb38-pre-seed--24b4a8c9,Via,https://www.crunchbase.com/organization/via-eb38,Pre-Seed,,,,2019-05-01,"E-Commerce, Information Technology, Internet, Small and Medium Businesses","San Jose, California, United States, North America",,1,Seed
Convertible Note - OpenFan,https://www.crunchbase.com/funding_round/openfan-convertible-note--9903d41c,OpenFan,https://www.crunchbase.com/organization/openfan,Convertible Note,,,,2017-07-21,"E-Commerce, Internet","Los Angeles, California, United States, North America",,2,Seed
Venture Round - VIDA,https://www.crunchbase.com/funding_round/vida-co-series-unknown--c4ee5b5d,VIDA,https://www.crunchbase.com/organization/vida-co,Venture - Series Unknown,,,,2017-08-09,"E-Commerce, E-Commerce Platforms, Fashion, Shopping","San Francisco, California, United States, North America",$50M to $100M,4,M&A
Pre Seed Round - RestAR,https://www.crunchbase.com/funding_round/restar-pre-seed--b418d05e,RestAR,https://www.crunchbase.com/organization/restar,Pre-Seed,610000,USD,610000,2019-05-01,"3D Technology, Artificial Intelligence, Augmented Reality, Computer Vision, E-Commerce, Machine Learning, Retail Technology","San Francisco, California, United States, North America",$1M to $10M,2,Seed
Angel Round - cobai.com,https://www.crunchbase.com/funding_round/cobai-com-angel--1943599c,cobai.com,https://www.crunchbase.com/organization/cobai-com,Angel,80000,USD,80000,2019-04-23,"E-Commerce, Enterprise Software, Retail Technology, SaaS, Software","San Francisco, California, United States, North America",,4,Seed
Non Equity Assistance - cobai.com,https://www.crunchbase.com/funding_round/cobai-com-non-equity-assistance--0a95ae66,cobai.com,https://www.crunchbase.com/organization/cobai-com,Non-equity Assistance,10000,USD,10000,2019-03-12,"E-Commerce, Enterprise Software, Retail Technology, SaaS, Software","San Francisco, California, United States, North America",,4,Seed
Non Equity Assistance - cobai.com,https://www.crunchbase.com/funding_round/cobai-com-non-equity-assistance--6315125d,cobai.com,https://www.crunchbase.com/organization/cobai-com,Non-equity Assistance,20000,USD,20000,2019-04-09,"E-Commerce, Enterprise Software, Retail Technology, SaaS, Software","San Francisco, California, United States, North America",,4,Seed
Seed Round - Mylk Guys,https://www.crunchbase.com/funding_round/mylk-guys-seed--e16c3b9b,Mylk Guys,https://www.crunchbase.com/organization/mylk-guys,Seed,,,,2018-08-22,"E-Commerce, Food and Beverage","San Francisco, California, United States, North America",,4,Seed
Series A - Smith Butler,https://www.crunchbase.com/funding_round/smith-butler-series-a--636e71ac,Smith Butler,https://www.crunchbase.com/organization/smith-butler,Series A,2100000,USD,2100000,2018-03-05,"E-Commerce, Fashion","Santa Clara, California, United States, North America",,2,Early Stage Venture
Seed Round - Roots Studio,https://www.crunchbase.com/funding_round/roots-studio-seed--5641a97f,Roots Studio,https://www.crunchbase.com/organization/roots-studio,Seed,,,,2018-03-19,"Art, Digital Media, E-Commerce, Retail","San Francisco, California, United States, North America",,3,Seed
Seed Round - HiOperator,https://www.crunchbase.com/funding_round/hioperator-seed--f29393b4,HiOperator,https://www.crunchbase.com/organization/hioperator,Seed,500000,USD,500000,2018-10-09,"Artificial Intelligence, E-Commerce, Telecommunications","San Francisco, California, United States, North America",Less than $1M,2,Seed
Pre Seed Round - 9th Room,https://www.crunchbase.com/funding_round/zipline-technologies-inc-pre-seed--db2a713d,9th Room,https://www.crunchbase.com/organization/zipline-technologies-inc,Pre-Seed,200000,USD,200000,2017-10-13,"E-Commerce, Internet","San Francisco, California, United States, North America",,1,Seed
Seed Round - Honeylove,https://www.crunchbase.com/funding_round/honeylove-seed--cbdf61b4,Honeylove,https://www.crunchbase.com/organization/honeylove,Seed,3000000,USD,3000000,2018-09-15,"E-Commerce, E-Commerce Platforms, Fashion, Lingerie","San Francisco, California, United States, North America",,3,Seed
"Seed Round - ScentBox, Inc",https://www.crunchbase.com/funding_round/scentbox-inc-seed--490f02d2,"ScentBox, Inc",https://www.crunchbase.com/organization/scentbox-inc,Seed,100000,USD,100000,2019-01-29,"Beauty, E-Commerce, Subscription Service","Beverly Hills, California, United States, North America",,1,Seed
Seed Round - Engage,https://www.crunchbase.com/funding_round/engage-9745-seed--fab86030,Engage,https://www.crunchbase.com/organization/engage-9745,Seed,250000,USD,250000,2019-01-10,"E-Commerce, Internet, Small and Medium Businesses, Web Design, Web Hosting","San Francisco, California, United States, North America",,1,Seed
Seed Round - Amenify,https://www.crunchbase.com/funding_round/amenify-seed--c1071bf1,Amenify,https://www.crunchbase.com/organization/amenify,Seed,2700000,USD,2700000,2019-03-27,"E-Commerce, Marketplace","San Francisco, California, United States, North America",Less than $1M,3,Seed
Seed Round - EvoShare,https://www.crunchbase.com/funding_round/evoshare-seed--e5cb9918,EvoShare,https://www.crunchbase.com/organization/evoshare,Seed,,,,2018-03-01,"E-Commerce, Financial Services, FinTech, Impact Investing, Internet, Payments","Berkeley, California, United States, North America",Less than $1M,4,Seed
Angel Round - Reel,https://www.crunchbase.com/funding_round/reeelit-angel--36f65288,Reel,https://www.crunchbase.com/organization/reeelit,Angel,250000,USD,250000,2017-09-01,"E-Commerce, Internet, Shopping","Los Angeles, California, United States, North America",,5,Seed
Series A - Rothy's,https://www.crunchbase.com/funding_round/rothy-s-series-a--e413b06c,Rothy's,https://www.crunchbase.com/organization/rothy-s,Series A,7000000,USD,7000000,2017-08-08,"E-Commerce, Fashion, Shoes","San Francisco, California, United States, North America",$100M to $500M,4,Early Stage Venture
Venture Round - MassGenie,https://www.crunchbase.com/funding_round/massgenie-series-unknown--a95843c4,MassGenie,https://www.crunchbase.com/organization/massgenie,Venture - Series Unknown,1000000,USD,1000000,2019-01-04,"Artificial Intelligence, Communities, Crowdsourcing, E-Commerce, Group Buying, Machine Learning, Marketplace, SaaS, Social Shopping","Irvine, California, United States, North America",$1M to $10M,4,
Seed Round - Iconery,https://www.crunchbase.com/funding_round/iconery-com-seed--d445080d,Iconery,https://www.crunchbase.com/organization/iconery-com,Seed,,,,2017-11-01,"3D Printing, E-Commerce, Fashion, Jewelry","Los Angeles, California, United States, North America",,2,M&A
Equity Crowdfunding - SlideBelts,https://www.crunchbase.com/funding_round/slidebelts-equity-crowdfunding--51b94d6c,SlideBelts,https://www.crunchbase.com/organization/slidebelts,Equity Crowdfunding,1070000,USD,1070000,2017-07-14,"E-Commerce, Fashion, Lifestyle, Retail","El Dorado Hills, California, United States, North America",$1M to $10M,4,Private Equity
Convertible Note - Pathover,https://www.crunchbase.com/funding_round/pathover-convertible-note--98db8d33,Pathover,https://www.crunchbase.com/organization/pathover,Convertible Note,,,,2018-07-23,"Artificial Intelligence, E-Commerce, Enterprise Software, Logistics, Retail Technology, Software","Redwood City, California, United States, North America",$1M to $10M,2,
Series A - Hims,https://www.crunchbase.com/funding_round/hims-series-a--36da248e,Hims,https://www.crunchbase.com/organization/hims,Series A,7000000,USD,7000000,2017-11-02,"E-Commerce, Health Care, Men's, Wellness","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Venture Round - Happy Returns,https://www.crunchbase.com/funding_round/happy-returns-series-unknown--c512d6cb,Happy Returns,https://www.crunchbase.com/organization/happy-returns,Venture - Series Unknown,11000000,USD,11000000,2019-04-25,"Customer Service, E-Commerce, Retail Technology","Santa Monica, California, United States, North America",$1M to $10M,5,
Series A - Modal,https://www.crunchbase.com/funding_round/drive-motors-series-a--3085802b,Modal,https://www.crunchbase.com/organization/drive-motors,Series A,,,,2017-08-06,"Automotive, E-Commerce, Mobile, SaaS","San Francisco, California, United States, North America",Less than $1M,6,
Seed Round - Distacart,https://www.crunchbase.com/funding_round/dista-seed--60d33764,Distacart,https://www.crunchbase.com/organization/dista,Seed,40000,USD,40000,2018-06-15,"Automotive, E-Commerce, E-Commerce Platforms, Internet, Retail","Fremont, California, United States, North America",Less than $1M,1,Seed
Series C - Good Eggs,https://www.crunchbase.com/funding_round/good-eggs-series-c--c9827dc7,Good Eggs,https://www.crunchbase.com/organization/good-eggs,Series C,50000000,USD,50000000,2018-05-15,"Delivery, E-Commerce, Fast-Moving Consumer Goods, Grocery","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Debt Financing - friendbuy,https://www.crunchbase.com/funding_round/friendbuy-debt-financing--08d9b0ba,friendbuy,https://www.crunchbase.com/organization/friendbuy,Debt Financing,500000,USD,500000,2018-02-16,"Digital Marketing, E-Commerce, Enterprise Software, Retail Technology, SaaS","Los Angeles, California, United States, North America",Less than $1M,2,Seed
Seed Round - MINI Outfitter,https://www.crunchbase.com/funding_round/mini-outfitter-seed--cebbc7a4,MINI Outfitter,https://www.crunchbase.com/organization/mini-outfitter,Seed,55000,USD,55000,2017-11-12,"E-Commerce, Event Management, Fashion, News, Publishing, Social Media","Los Angeles, California, United States, North America",,2,Seed
