Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Venture Round - Goji,https://www.crunchbase.com/funding_round/consumer-united-series-unknown--5435a125,Goji,https://www.crunchbase.com/organization/consumer-united,Venture - Series Unknown,15000000,USD,15000000,2017-11-15,"Financial Services, Insurance, InsurTech, Service Industry","Boston, Massachusetts, United States, North America",$50M to $100M,8,M&A
Series A - X4 Pharmaceuticals,https://www.crunchbase.com/funding_round/x4-pharmaceuticals-series-a--e6031ba2,X4 Pharmaceuticals,https://www.crunchbase.com/organization/x4-pharmaceuticals,Series A,,,,2017-11-16,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",Less than $1M,3,Early Stage Venture
Series B - X4 Pharmaceuticals,https://www.crunchbase.com/funding_round/x4-pharmaceuticals-series-b--a3b49120,X4 Pharmaceuticals,https://www.crunchbase.com/organization/x4-pharmaceuticals,Series B,27000000,USD,27000000,2017-11-16,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",Less than $1M,3,Early Stage Venture
Seed Round - Edmit,https://www.crunchbase.com/funding_round/edmit-seed--825acfc2,Edmit,https://www.crunchbase.com/organization/edmit,Seed,855000,USD,855000,2017-11-16,"FinTech, Higher Education","Boston, Massachusetts, United States, North America",$1M to $10M,2,Seed
"Grant - Energetic Insurance, Inc.",https://www.crunchbase.com/funding_round/energetic-insurance-inc-grant--2060c337,"Energetic Insurance, Inc.",https://www.crunchbase.com/organization/energetic-insurance-inc,Grant,45000,USD,45000,2017-11-16,"Big Data, FinTech, Insurance, InsurTech, Renewable Energy, Risk Management, Solar","Boston, Massachusetts, United States, North America",Less than $1M,6,Seed
Seed Round - Cake,https://www.crunchbase.com/funding_round/my-exit-strategy-seed--5cf036e8,Cake,https://www.crunchbase.com/organization/my-exit-strategy,Seed,1645067,USD,1645067,2017-11-16,"Apps, Health Care, Information Technology, Internet, Social Media","Cambridge, Massachusetts, United States, North America",Less than $1M,4,Seed
Venture Round - Swaponz,https://www.crunchbase.com/funding_round/swaponz-series-unknown--406982d0,Swaponz,https://www.crunchbase.com/organization/swaponz,Venture - Series Unknown,1010000,USD,1010000,2017-11-17,"Consumer Electronics, Consumer Goods, Drones, Information Technology","Natick, Massachusetts, United States, North America",$1M to $10M,1,
Venture Round - MedMinder Systems,https://www.crunchbase.com/funding_round/medminder-series-unknown--db180480,MedMinder Systems,https://www.crunchbase.com/organization/medminder,Venture - Series Unknown,610247,USD,610247,2017-11-20,"Health Care, Hospital, Medical","Needham, Massachusetts, United States, North America",$1M to $10M,5,
Seed Round - English Helper,https://www.crunchbase.com/funding_round/english-helper-seed--2e4ee168,English Helper,https://www.crunchbase.com/organization/english-helper,Seed,,,,2017-11-23,"Education, Higher Education, Information Technology, Software, Training","Westwood, Massachusetts, United States, North America",Less than $1M,4,
Venture Round - English Helper,https://www.crunchbase.com/funding_round/english-helper-series-unknown--1b00720d,English Helper,https://www.crunchbase.com/organization/english-helper,Venture - Series Unknown,2650000,USD,2650000,2017-11-23,"Education, Higher Education, Information Technology, Software, Training","Westwood, Massachusetts, United States, North America",Less than $1M,4,
Angel Round - Amide Technologies,https://www.crunchbase.com/funding_round/amide-technologies-angel--19780546,Amide Technologies,https://www.crunchbase.com/organization/amide-technologies,Angel,2000000,USD,2000000,2017-11-27,"Information Technology, Software","Cambridge, Massachusetts, United States, North America",,1,Seed
Series B - Semma Therapeutics,https://www.crunchbase.com/funding_round/semma-therapeutics-series-b--b8285006,Semma Therapeutics,https://www.crunchbase.com/organization/semma-therapeutics,Series B,114000000,USD,114000000,2017-11-29,"Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States, North America",$10M to $50M,4,M&A
"Series B - OptiRTC, Inc.",https://www.crunchbase.com/funding_round/opti-series-b--ec7572a7,"OptiRTC, Inc.",https://www.crunchbase.com/organization/opti,Series B,,,,2017-11-29,"Civil Engineering, Information Technology, Internet of Things, Sustainability, Water","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Series D - Fractyl Laboratories,https://www.crunchbase.com/funding_round/fractyl-laboratories-series-d--ead1fe7d,Fractyl Laboratories,https://www.crunchbase.com/organization/fractyl-laboratories,Series D,44000000,USD,44000000,2017-11-30,"Biotechnology, Health Care, Medical Device, Wellness","Lexington, Massachusetts, United States, North America",$10M to $50M,5,Late Stage Venture
Convertible Note - AZTherapies,https://www.crunchbase.com/funding_round/aztherapies-convertible-note--63a39a62,AZTherapies,https://www.crunchbase.com/organization/aztherapies,Convertible Note,6600000,USD,6600000,2017-12-01,"Biopharma, Biotechnology, Health Care, Neuroscience, Pharmaceutical, Therapeutics","Boston, Massachusetts, United States, North America",$1M to $10M,7,Late Stage Venture
Series A - MaxQ-AI,https://www.crunchbase.com/funding_round/medymatch-series-a--c4fe4810,MaxQ-AI,https://www.crunchbase.com/organization/medymatch,Series A,7000000,USD,7000000,2017-12-01,"Artificial Intelligence, Health Care, Health Diagnostics, Medical","Andover, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Non Equity Assistance - Floatspec,https://www.crunchbase.com/funding_round/floatspec-non-equity-assistance--cbb0dc20,Floatspec,https://www.crunchbase.com/organization/floatspec,Non-equity Assistance,,,,2017-12-01,"Financial Services, FinTech, Information Technology, Internet, Software","Boston, Massachusetts, United States, North America",,1,
Seed Round - Elsen,https://www.crunchbase.com/funding_round/elsen-trading-seed--248b6c67,Elsen,https://www.crunchbase.com/organization/elsen-trading,Seed,2400000,USD,2400000,2017-12-04,"FinTech, Hedge Funds","Boston, Massachusetts, United States, North America",$1M to $10M,6,Seed
Series B - Neon Therapeutics,https://www.crunchbase.com/funding_round/neon-therapeutics-series-b--c51872ec,Neon Therapeutics,https://www.crunchbase.com/organization/neon-therapeutics,Series B,36000000,USD,36000000,2017-12-05,"Bioinformatics, Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,M&A
Series A - Camnutra Ltd,https://www.crunchbase.com/funding_round/camnutra-ltd-series-a--6a4ef668,Camnutra Ltd,https://www.crunchbase.com/organization/camnutra-ltd,Series A,1685000,GBP,2256214,2017-12-06,"Health Care, Medical","Cambridge, Massachusetts, United States, North America",Less than $1M,1,Early Stage Venture
Series A - Obsidian Therapeutics,https://www.crunchbase.com/funding_round/obsidian-therapeutics-series-a--ac51c2c9,Obsidian Therapeutics,https://www.crunchbase.com/organization/obsidian-therapeutics,Series A,49500000,USD,49500000,2017-12-06,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Post-IPO Equity - Attunity,https://www.crunchbase.com/funding_round/attunity-post-ipo-equity--d9380560,Attunity,https://www.crunchbase.com/organization/attunity,Post-IPO Equity,20000000,USD,20000000,2017-12-06,"Information Services, Information Technology, Software","Newton, Massachusetts, United States, North America",$50M to $100M,5,M&A
Grant - J-PAL,https://www.crunchbase.com/funding_round/j-pal-grant--8703c864,J-PAL,https://www.crunchbase.com/organization/j-pal,Grant,,,,2017-12-08,"Association, CRM, Education, Information Technology","Cambridge, Massachusetts, United States, North America",Less than $1M,1,
Pre Seed Round - Health Vector,https://www.crunchbase.com/funding_round/health-vector-pre-seed--db2565d6,Health Vector,https://www.crunchbase.com/organization/health-vector,Pre-Seed,500000,USD,500000,2017-12-10,"Health Care, Mobile Apps, Personal Health, Wellness","Newton, Massachusetts, United States, North America",,1,Seed
Series B - Relay Therapeutics,https://www.crunchbase.com/funding_round/relay-therapeutics-series-b--4688f9ea,Relay Therapeutics,https://www.crunchbase.com/organization/relay-therapeutics,Series B,63000000,USD,63000000,2017-12-14,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,Late Stage Venture
Series A - Jnana,https://www.crunchbase.com/funding_round/jnana-series-a--368a1314,Jnana,https://www.crunchbase.com/organization/jnana,Series A,50000000,USD,50000000,2017-12-14,"Biotechnology, Health Care, Therapeutics","Boston, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Series A - Kyn Therapeutics,https://www.crunchbase.com/funding_round/kyn-therapeutics-series-a--191cfb1b,Kyn Therapeutics,https://www.crunchbase.com/organization/kyn-therapeutics,Series A,49000000,USD,49000000,2017-12-14,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Series D - Ginkgo Bioworks,https://www.crunchbase.com/funding_round/ginkgo-bioworks-series-d--f89e9e8c,Ginkgo Bioworks,https://www.crunchbase.com/organization/ginkgo-bioworks,Series D,275000000,USD,275000000,2017-12-14,"Alternative Medicine, Biopharma, Biotechnology, Chemical, Health Care, Life Science, Medical, Nutrition","Boston, Massachusetts, United States, North America",$10M to $50M,7,Late Stage Venture
Grant - Vaxess Technologies,https://www.crunchbase.com/funding_round/vaxess-technologies-grant--6884c787,Vaxess Technologies,https://www.crunchbase.com/organization/vaxess-technologies,Grant,1500000,USD,1500000,2017-12-14,"Biotechnology, Health Care","Cambridge, Massachusetts, United States, North America",$1M to $10M,14,Early Stage Venture
Pre Seed Round - Cyclops.io,https://www.crunchbase.com/funding_round/cyclops-io-pre-seed--e9a99014,Cyclops.io,https://www.crunchbase.com/organization/cyclops-io,Pre-Seed,,,,2017-12-15,"Information Technology, Internet, Software","Cambridge, Massachusetts, United States, North America",,2,Seed
Seed Round - Commonwealth Crypto,https://www.crunchbase.com/funding_round/commonwealth-crypto-seed--dbec08dd,Commonwealth Crypto,https://www.crunchbase.com/organization/commonwealth-crypto,Seed,1500000,USD,1500000,2017-12-15,"Cryptocurrency, Information Technology","Boston, Massachusetts, United States, North America",$1M to $10M,1,Seed
Seed Round - CarePassport,https://www.crunchbase.com/funding_round/carepassport-corp-seed--5e3dac91,CarePassport,https://www.crunchbase.com/organization/carepassport-corp,Seed,2100000,USD,2100000,2017-12-18,"Electronic Health Record (EHR), Health Care, mHealth, Personal Health","Boston, Massachusetts, United States, North America",Less than $1M,1,Seed
Venture Round - Entrega Bio,https://www.crunchbase.com/funding_round/entrega-bio-series-unknown--154451fc,Entrega Bio,https://www.crunchbase.com/organization/entrega-bio,Venture - Series Unknown,5000000,USD,5000000,2017-12-19,"Biotechnology, Health Care, Health Diagnostics, Pharmaceutical, Therapeutics","Boston, Massachusetts, United States, North America",Less than $1M,1,
Venture Round - ConsortiEX,https://www.crunchbase.com/funding_round/consortiex-series-unknown--cb775473,ConsortiEX,https://www.crunchbase.com/organization/consortiex,Venture - Series Unknown,,,,2017-12-20,"Health Care, Hospital, Hospitality, Medical","Andover, Massachusetts, United States, North America",Less than $1M,8,
Grant - Cam Med,https://www.crunchbase.com/funding_round/cam-med-grant--f4df6039,Cam Med,https://www.crunchbase.com/organization/cam-med,Grant,1500000,USD,1500000,2017-12-20,"Health Care, Medical","West Newton, Massachusetts, United States, North America",Less than $1M,3,Seed
Venture Round - New Health Sciences,https://www.crunchbase.com/funding_round/new-health-sciences-series-unknown--7cd3edbb,New Health Sciences,https://www.crunchbase.com/organization/new-health-sciences,Venture - Series Unknown,2700000,USD,2700000,2017-12-20,"Biopharma, Health Care, Life Science","Cambridge, Massachusetts, United States, North America",$1M to $10M,2,
Convertible Note - Ompractice,https://www.crunchbase.com/funding_round/ompractice-convertible-note--d0eef3d6,Ompractice,https://www.crunchbase.com/organization/ompractice,Convertible Note,150000,USD,150000,2017-12-21,"Fitness, Health Care, Personal Health, Recreation, Wellness","Springfield, Massachusetts, United States, North America",Less than $1M,3,Seed
Series B - TARIS Biomedical,https://www.crunchbase.com/funding_round/taris-biomedical-series-b--c356cb56,TARIS Biomedical,https://www.crunchbase.com/organization/taris-biomedical,Series B,25000000,USD,25000000,2017-12-21,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Lexington, Massachusetts, United States, North America",$1M to $10M,8,M&A
Series C - Aura Biosciences,https://www.crunchbase.com/funding_round/aura-biosciences-series-c--56aa4983,Aura Biosciences,https://www.crunchbase.com/organization/aura-biosciences,Series C,30000000,USD,30000000,2017-12-21,"Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$1M to $10M,9,Late Stage Venture
Series B - Sojournix,https://www.crunchbase.com/funding_round/sojournix-series-b--e39af7cc,Sojournix,https://www.crunchbase.com/organization/sojournix,Series B,19000000,USD,19000000,2017-12-21,"Biotechnology, Health Care, Medical","Arlington, Massachusetts, United States, North America",,3,Late Stage Venture
"Convertible Note - Energetic Insurance, Inc.",https://www.crunchbase.com/funding_round/energetic-insurance-inc-convertible-note--e7eba95a,"Energetic Insurance, Inc.",https://www.crunchbase.com/organization/energetic-insurance-inc,Convertible Note,630000,USD,630000,2017-12-22,"Big Data, FinTech, Insurance, InsurTech, Renewable Energy, Risk Management, Solar","Boston, Massachusetts, United States, North America",Less than $1M,6,Seed
Venture Round - Horsepower Technologies,https://www.crunchbase.com/funding_round/horsepower-technologies-series-unknown--3f08d122,Horsepower Technologies,https://www.crunchbase.com/organization/horsepower-technologies,Venture - Series Unknown,4860000,USD,4860000,2017-12-22,"Biotechnology, Health Care, Robotics","Lowell, Massachusetts, United States, North America",$10M to $50M,4,
Venture Round - Patient Discovery Solutions,https://www.crunchbase.com/funding_round/patient-discovery-solutions-series-unknown--95277034,Patient Discovery Solutions,https://www.crunchbase.com/organization/patient-discovery-solutions,Venture - Series Unknown,2588000,USD,2588000,2017-12-22,"Information Services, Information Technology","Boston, Massachusetts, United States, North America",Less than $1M,1,
Convertible Note - Droplette,https://www.crunchbase.com/funding_round/droplette-convertible-note--f229a85a,Droplette,https://www.crunchbase.com/organization/droplette,Convertible Note,,,,2017-12-29,Health Care,"Cambridge, Massachusetts, United States, North America",,3,Seed
Seed Round - Plex Research,https://www.crunchbase.com/funding_round/plex-research-seed--66c68c2e,Plex Research,https://www.crunchbase.com/organization/plex-research,Seed,,,,2018-01-01,"Biotechnology, Information Technology, Pharmaceutical","Cambridge, Massachusetts, United States, North America",,1,Seed
Pre Seed Round - terainium,https://www.crunchbase.com/funding_round/terainium-pre-seed--2edac8f9,terainium,https://www.crunchbase.com/organization/terainium,Pre-Seed,250000,USD,250000,2018-01-01,"Analytics, Cloud Computing, FinTech, Fraud Detection, SaaS, Software, Supply Chain Management","Boston, Massachusetts, United States, North America",,1,Seed
Pre Seed Round - Appsulate,https://www.crunchbase.com/funding_round/appsulate-pre-seed--b67f4716,Appsulate,https://www.crunchbase.com/organization/appsulate,Pre-Seed,,,,2018-01-01,"Cloud Security, Cyber Security, Information Technology, Internet, SaaS, Security, Software","Boston, Massachusetts, United States, North America",,1,M&A
Pre Seed Round - Folia Health,https://www.crunchbase.com/funding_round/folia-health-pre-seed--0040847d,Folia Health,https://www.crunchbase.com/organization/folia-health,Pre-Seed,,,,2018-01-01,"Health Care, Hospital","Cambridge, Massachusetts, United States, North America",Less than $1M,3,
Funding Round - Rhapsody,https://www.crunchbase.com/funding_round/rhapsody-d949-undisclosed--de763ba8,Rhapsody,https://www.crunchbase.com/organization/rhapsody-d949,Funding Round,6870000,USD,6870000,2018-01-01,"Data Integration, Database, Health Care, Information Technology","Boston, Massachusetts, United States, North America",,1,M&A
Seed Round - FutureFuel.io,https://www.crunchbase.com/funding_round/futurefuel-seed--ab935a2e,FutureFuel.io,https://www.crunchbase.com/organization/futurefuel,Seed,2900000,USD,2900000,2018-01-01,"Financial Services, FinTech, Personal Finance","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Seed Round - Tolemi,https://www.crunchbase.com/funding_round/tolemi-seed--29824f9b,Tolemi,https://www.crunchbase.com/organization/tolemi,Seed,3055000,USD,3055000,2018-01-01,"Big Data, CivicTech, Data Integration, Geospatial, Government, Information Technology, SaaS, Software","Boston, Massachusetts, United States, North America",$1M to $10M,2,Seed
Seed Round - 14bis Supply Tracking,https://www.crunchbase.com/funding_round/safeflights-inc-seed--3e1b171b,14bis Supply Tracking,https://www.crunchbase.com/organization/safeflights-inc,Seed,120000,USD,120000,2018-01-01,"Aerospace, Information Technology, Logistics, Military, Network Security, PaaS, Risk Management, SaaS, Supply Chain Management","Boston, Massachusetts, United States, North America",Less than $1M,3,Seed
Seed Round - RECLAIM (MyA Health),https://www.crunchbase.com/funding_round/reclaim-mya-health-seed--bfc04f11,RECLAIM (MyA Health),https://www.crunchbase.com/organization/reclaim-mya-health,Seed,700000,USD,700000,2018-01-01,"FinTech, Health Care, InsurTech","Boston, Massachusetts, United States, North America",,2,
Series D - Centrexion,https://www.crunchbase.com/funding_round/centrexion-series-d--0834da90,Centrexion,https://www.crunchbase.com/organization/centrexion,Series D,67000000,USD,67000000,2018-01-02,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States, North America",$1M to $10M,9,
Grant - Synspira,https://www.crunchbase.com/funding_round/synspira-grant--dc61d2b4,Synspira,https://www.crunchbase.com/organization/synspira,Grant,3000000,USD,3000000,2018-01-03,"Biotechnology, Information Technology, Therapeutics","Boston, Massachusetts, United States, North America",,2,Seed
Post-IPO Equity - Biostage,https://www.crunchbase.com/funding_round/harvard-apparatus-regenerative-technology-post-ipo-equity--01675a65,Biostage,https://www.crunchbase.com/organization/harvard-apparatus-regenerative-technology,Post-IPO Equity,4200000,USD,4200000,2018-01-03,"Biotechnology, Health Care, Medical Device","Holliston, Massachusetts, United States, North America",Less than $1M,6,IPO
Series A - Elstar Therapeutics,https://www.crunchbase.com/funding_round/elstar-therapeutics-series-a--1166a391,Elstar Therapeutics,https://www.crunchbase.com/organization/elstar-therapeutics,Series A,39000000,USD,39000000,2018-01-03,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Series A - Stoke Therapeutics,https://www.crunchbase.com/funding_round/stoke-therapeutics-series-a--9e74574d,Stoke Therapeutics,https://www.crunchbase.com/organization/stoke-therapeutics,Series A,40000000,USD,40000000,2018-01-04,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Bedford, Massachusetts, United States, North America",$10M to $50M,2,IPO
Seed Round - Medumo,https://www.crunchbase.com/funding_round/medumo-2-seed--afc3fcc2,Medumo,https://www.crunchbase.com/organization/medumo-2,Seed,120000,USD,120000,2018-01-04,"Email, Health Care, Medical","Boston, Massachusetts, United States, North America",Less than $1M,3,M&A
Series A - Generation Bio,https://www.crunchbase.com/funding_round/generation-bio-series-a--d96a0a6b,Generation Bio,https://www.crunchbase.com/organization/generation-bio,Series A,25000000,USD,25000000,2018-01-04,"Biotechnology, Genetics, Health Care","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,Late Stage Venture
Series A - BondLink,https://www.crunchbase.com/funding_round/bondlink-series-a--44c89c8e,BondLink,https://www.crunchbase.com/organization/bondlink,Series A,10000000,USD,10000000,2018-01-04,"Big Data, FinTech, Government, GovTech, SaaS, Software","Boston, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Private Equity Round - AppNeta,https://www.crunchbase.com/funding_round/appneta-private-equity--30ab2db0,AppNeta,https://www.crunchbase.com/organization/appneta,Private Equity,,,,2018-01-04,"Cloud Computing, Information Technology, SaaS, Software","Boston, Massachusetts, United States, North America",$10M to $50M,7,Private Equity
Venture Round - Edaris,https://www.crunchbase.com/funding_round/forerun-series-unknown--96519087,Edaris,https://www.crunchbase.com/organization/forerun,Venture - Series Unknown,,,,2018-01-05,"Document Management, Enterprise Software, Health Care, Information Services","Waltham, Massachusetts, United States, North America",$1M to $10M,7,
Angel Round - Smoc Therapeutics,https://www.crunchbase.com/funding_round/smoc-therapeutics-angel--3430a957,Smoc Therapeutics,https://www.crunchbase.com/organization/smoc-therapeutics,Angel,7500000,USD,7500000,2018-01-08,"Health Care, Therapeutics","Natick, Massachusetts, United States, North America",,1,Seed
Seed Round - Avant-garde Health,https://www.crunchbase.com/funding_round/avant-garde-health-seed--4df5592d,Avant-garde Health,https://www.crunchbase.com/organization/avant-garde-health,Seed,4000000,USD,4000000,2018-01-08,"Analytics, Health Care, Hospital","Cambridge, Massachusetts, United States, North America",Less than $1M,1,Seed
Venture Round - BISON,https://www.crunchbase.com/funding_round/bison-series-unknown--d625013d,BISON,https://www.crunchbase.com/organization/bison,Venture - Series Unknown,,,,2018-01-08,"Business Intelligence, Data Visualization, FinTech","Boston, Massachusetts, United States, North America",$1M to $10M,8,
Series A - Area9 Lyceum,https://www.crunchbase.com/funding_round/area9-lyceum-series-a--2e0d46e3,Area9 Lyceum,https://www.crunchbase.com/organization/area9-lyceum,Series A,30000000,USD,30000000,2018-01-10,"Computer, E-Learning, Information Technology, Insurance, Life Science","Chestnut Hill, Massachusetts, United States, North America",Less than $1M,1,Early Stage Venture
Series A - HelloTeam,https://www.crunchbase.com/funding_round/betterskills-inc-series-a--47c90554,HelloTeam,https://www.crunchbase.com/organization/betterskills-inc,Series A,2700000,USD,2700000,2018-01-10,"Career Planning, Human Resources, Information Technology, Management Information Systems","Boston, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Seed Round - Medumo,https://www.crunchbase.com/funding_round/medumo-2-seed--0d6f4d7c,Medumo,https://www.crunchbase.com/organization/medumo-2,Seed,2000000,USD,2000000,2018-01-15,"Email, Health Care, Medical","Boston, Massachusetts, United States, North America",Less than $1M,3,M&A
Venture Round - Benefits Science,https://www.crunchbase.com/funding_round/benefits-science-series-unknown--b04f91d5,Benefits Science,https://www.crunchbase.com/organization/benefits-science,Venture - Series Unknown,,,,2018-01-15,"Health Care, Internet","Boston, Massachusetts, United States, North America",,2,
Corporate Round - Centerity Systems,https://www.crunchbase.com/funding_round/centerity-systems-ltd-corporate-round--180ef2bb,Centerity Systems,https://www.crunchbase.com/organization/centerity-systems-ltd,Corporate Round,10000000,USD,10000000,2018-01-16,"Analytics, Cloud Computing, Information Technology, Internet of Things","Newton, Massachusetts, United States, North America",$10M to $50M,1,
Series A - Pandion Therapeutics,https://www.crunchbase.com/funding_round/pandion-therapeutics-series-a--19a158a6,Pandion Therapeutics,https://www.crunchbase.com/organization/pandion-therapeutics,Series A,58000000,USD,58000000,2018-01-17,"Biotechnology, Health Care, Therapeutics, Wellness","Cambridge, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Angel Round - True-Tickets,https://www.crunchbase.com/funding_round/true-tickets-angel--5e08416e,True-Tickets,https://www.crunchbase.com/organization/true-tickets,Angel,265000,USD,265000,2018-01-19,"B2B, Blockchain, Information Technology, PaaS, SaaS, Ticketing","Boston, Massachusetts, United States, North America",,4,Seed
Pre Seed Round - Inkrypt,https://www.crunchbase.com/funding_round/inkrypt-pre-seed--58d35a1a,Inkrypt,https://www.crunchbase.com/organization/inkrypt,Pre-Seed,200000,USD,200000,2018-01-20,"Blockchain, Cloud Infrastructure, Information Technology, Internet, Software","Boston, Massachusetts, United States, North America",,2,Seed
Seed Round - Filtered,https://www.crunchbase.com/funding_round/filtered-2-seed--afc91f81,Filtered,https://www.crunchbase.com/organization/filtered-2,Seed,20000,USD,20000,2018-01-22,"Human Resources, Information Technology, Internet, Recruiting, SaaS","Boston, Massachusetts, United States, North America",,2,Seed
Convertible Note - Sophia,https://www.crunchbase.com/funding_round/sophia-335f-convertible-note--01f4b30d,Sophia,https://www.crunchbase.com/organization/sophia-335f,Convertible Note,,,,2018-01-22,"Consulting, Health Care, Human Resources, Medical, Psychology","Boston, Massachusetts, United States, North America",,2,
Convertible Note - Fincura,https://www.crunchbase.com/funding_round/fincura-convertible-note--55f82d1d,Fincura,https://www.crunchbase.com/organization/fincura,Convertible Note,,,,2018-01-22,"B2B, Enterprise, FinTech, SaaS, Software","Boston, Massachusetts, United States, North America",,4,
Post-IPO Equity - GI Dynamics,https://www.crunchbase.com/funding_round/gi-dynamics-post-ipo-equity--cd844b1e,GI Dynamics,https://www.crunchbase.com/organization/gi-dynamics,Post-IPO Equity,2050000,AUD,1641573,2018-01-22,"Biotechnology, Health Care, Medical Device, Therapeutics","Lexington, Massachusetts, United States, North America",Less than $1M,13,IPO
Pre Seed Round - BRIO Systems,https://www.crunchbase.com/funding_round/brio-systems-pre-seed--333a5c21,BRIO Systems,https://www.crunchbase.com/organization/brio-systems,Pre-Seed,120000,USD,120000,2018-01-22,"Fitness, Health Care","Boston, Massachusetts, United States, North America",,1,Seed
Private Equity Round - Advance Medical,https://www.crunchbase.com/funding_round/advance-medical-inc-private-equity--e96d103b,Advance Medical,https://www.crunchbase.com/organization/advance-medical-inc,Private Equity,,,,2018-01-22,"Health Care, Home Health Care, Hospital","Westwood, Massachusetts, United States, North America",,3,M&A
Seed Round - Botkeeper,https://www.crunchbase.com/funding_round/botkeeper-seed--6c4551a4,Botkeeper,https://www.crunchbase.com/organization/botkeeper,Seed,4500000,USD,4500000,2018-01-25,"Accounting, Finance, FinTech, Internet, Software","Boston, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Convertible Note - Filtered,https://www.crunchbase.com/funding_round/filtered-2-convertible-note--23de04a5,Filtered,https://www.crunchbase.com/organization/filtered-2,Convertible Note,100000,USD,100000,2018-01-26,"Human Resources, Information Technology, Internet, Recruiting, SaaS","Boston, Massachusetts, United States, North America",,2,Seed
Post-IPO Equity - InVivo Therapeutics,https://www.crunchbase.com/funding_round/invivo-therapeutics-post-ipo-equity--bd87e55b,InVivo Therapeutics,https://www.crunchbase.com/organization/invivo-therapeutics,Post-IPO Equity,15200000,USD,15200000,2018-01-26,"Biotechnology, Health Care, Medical Device, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,5,IPO
Convertible Note - Powerhouse Dynamics,https://www.crunchbase.com/funding_round/powerhouse-dynamics-convertible-note--e02be88e,Powerhouse Dynamics,https://www.crunchbase.com/organization/powerhouse-dynamics,Convertible Note,,,,2018-01-30,"Analytics, Big Data, Energy, Energy Management, Information Technology, Internet of Things","Newton, Massachusetts, United States, North America",$1M to $10M,12,M&A
Venture Round - InfiniteMD,https://www.crunchbase.com/funding_round/infinitemd-series-unknown--17605d7e,InfiniteMD,https://www.crunchbase.com/organization/infinitemd,Venture - Series Unknown,1500000,USD,1500000,2018-01-30,"Health Care, Hospital","Boston, Massachusetts, United States, North America",,1,
Post-IPO Equity - Ocular Therapeutix,https://www.crunchbase.com/funding_round/ocular-therapeutix-post-ipo-equity--e36e2ff9,Ocular Therapeutix,https://www.crunchbase.com/organization/ocular-therapeutix,Post-IPO Equity,35100000,USD,35100000,2018-01-30,"Biotechnology, Health Care, Medical Device","Bedford, Massachusetts, United States, North America",Less than $1M,8,IPO
Venture Round - TakeOff,https://www.crunchbase.com/funding_round/takeoff-technologies-series-unknown--78c82e26,TakeOff,https://www.crunchbase.com/organization/takeoff-technologies,Venture - Series Unknown,12500000,USD,12500000,2018-01-31,"E-Commerce, Grocery, Information Technology, Internet, Logistics, Software","Waltham, Massachusetts, United States, North America",$10M to $50M,5,Late Stage Venture
Series A - Partner Therapeutics,https://www.crunchbase.com/funding_round/partner-therapeutics-series-a--4b358801,Partner Therapeutics,https://www.crunchbase.com/organization/partner-therapeutics,Series A,60000000,USD,60000000,2018-02-01,"Health Care, Medical, Medical Device, Therapeutics","Boston, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Grant - UrSure,https://www.crunchbase.com/funding_round/ursure-grant--12b71d2e,UrSure,https://www.crunchbase.com/organization/ursure,Grant,1500000,USD,1500000,2018-02-01,"Health Care, Medical, Medical Device, Personal Health","Boston, Massachusetts, United States, North America",,4,Seed
