Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Series G - Moderna Therapeutics,https://www.crunchbase.com/funding_round/moderna-therapeutics-series-g--fa973379,Moderna Therapeutics,https://www.crunchbase.com/organization/moderna-therapeutics,Series G,500000000,USD,500000000,2018-02-01,"Biotechnology, Genetics, Health Care, Medical, Pharmaceutical","Cambridge, Massachusetts, United States, North America",$100M to $500M,10,IPO
Series B - Avrobio,https://www.crunchbase.com/funding_round/avrobio-series-b--fe2649db,Avrobio,https://www.crunchbase.com/organization/avrobio,Series B,60000000,USD,60000000,2018-02-01,"Biotechnology, Genetics, Health Care","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,IPO
Convertible Note - HelixNano,https://www.crunchbase.com/funding_round/helixnano-convertible-note--533c1dba,HelixNano,https://www.crunchbase.com/organization/helixnano,Convertible Note,,,,2018-02-01,"Artificial Intelligence, Biotechnology, Genetics, Health Care","Cambridge, Massachusetts, United States, North America",Less than $1M,3,Seed
Venture Round - Mitralign,https://www.crunchbase.com/funding_round/mitralign-series-unknown--4bd87001,Mitralign,https://www.crunchbase.com/organization/mitralign,Venture - Series Unknown,9766517,USD,9766517,2018-02-02,"Health Care, Medical, Medical Device","Tewksbury, Massachusetts, United States, North America",,12,
Venture Round - Veritas Genetics,https://www.crunchbase.com/funding_round/veritas-genetics-series-unknown--228fba70,Veritas Genetics,https://www.crunchbase.com/organization/veritas-genetics,Venture - Series Unknown,500000000,PHP,9667499,2018-02-04,"Biotechnology, Genetics, Health Care, Personal Health","Danvers, Massachusetts, United States, North America",$1M to $10M,3,
Corporate Round - Finomial,https://www.crunchbase.com/funding_round/finomial-corporate-round--7f323df6,Finomial,https://www.crunchbase.com/organization/finomial,Corporate Round,,,,2018-02-07,"Analytics, FinTech, Hedge Funds, Professional Services","Boston, Massachusetts, United States, North America",Less than $1M,4,
Series B - XebiaLabs,https://www.crunchbase.com/funding_round/xebialabs-series-b--e74f6ba0,XebiaLabs,https://www.crunchbase.com/organization/xebialabs,Series B,100000000,USD,100000000,2018-02-12,"Developer Tools, Enterprise Software, Information Technology, SaaS, Software","Burlington, Massachusetts, United States, North America",$10M to $50M,3,M&A
Seed Round - Octagon Therapeutics,https://www.crunchbase.com/funding_round/octagon-therapeutics-seed--ba7ad275,Octagon Therapeutics,https://www.crunchbase.com/organization/octagon-therapeutics,Seed,,,,2018-02-13,"Biopharma, Biotechnology, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",Less than $1M,1,Seed
Seed Round - Algorand,https://www.crunchbase.com/funding_round/algorand-seed--5937cbeb,Algorand,https://www.crunchbase.com/organization/algorand,Seed,4000000,USD,4000000,2018-02-15,"Information Technology, Life Science, Software Engineering","Boston, Massachusetts, United States, North America",$1M to $10M,5,
"Series A - PharmoRx Therapeutics, Inc.",https://www.crunchbase.com/funding_round/pharmorx-therapeutics-inc-series-a--5e4f3e4c,"PharmoRx Therapeutics, Inc.",https://www.crunchbase.com/organization/pharmorx-therapeutics-inc,Series A,,,,2018-02-20,"Health Care, Pharmaceutical","Westborough, Massachusetts, United States, North America",Less than $1M,1,Early Stage Venture
Post-IPO Equity - Biostage,https://www.crunchbase.com/funding_round/harvard-apparatus-regenerative-technology-post-ipo-equity--c0e82225,Biostage,https://www.crunchbase.com/organization/harvard-apparatus-regenerative-technology,Post-IPO Equity,1000000,USD,1000000,2018-02-20,"Biotechnology, Health Care, Medical Device","Holliston, Massachusetts, United States, North America",Less than $1M,6,IPO
Debt Financing - Cambridge Blockchain,https://www.crunchbase.com/funding_round/cambridge-blockchain-debt-financing--98890d77,Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,Debt Financing,1000000,USD,1000000,2018-02-20,"Blockchain, Cyber Security, Financial Services, Identity Management, Information Technology, Privacy, Software","Cambridge, Massachusetts, United States, North America",Less than $1M,4,Early Stage Venture
Venture Round - DOTS,https://www.crunchbase.com/funding_round/dots-devices-series-unknown--502eee88,DOTS,https://www.crunchbase.com/organization/dots-devices,Venture - Series Unknown,,,,2018-02-20,"Consumer Goods, Health Care, Personal Health, Wellness","Natick, Massachusetts, United States, North America",$1M to $10M,2,
Venture Round - HouseWorks,https://www.crunchbase.com/funding_round/houseworks-series-unknown--b9d028a4,HouseWorks,https://www.crunchbase.com/organization/houseworks,Venture - Series Unknown,,,,2018-02-21,"Health Care, Hospital","Newton, Massachusetts, United States, North America",,1,M&A
"Seed Round - UniBit, Inc.",https://www.crunchbase.com/funding_round/unibit-inc-seed--8a9b2c8e,"UniBit, Inc.",https://www.crunchbase.com/organization/unibit-inc,Seed,300000,USD,300000,2018-02-25,"Financial Services, FinTech, Market Research, Natural Language Processing, News","Boston, Massachusetts, United States, North America",,4,Seed
Post-IPO Debt - Boston Scientific,https://www.crunchbase.com/funding_round/boston-scientific-post-ipo-debt--c0caa83c,Boston Scientific,https://www.crunchbase.com/organization/boston-scientific,Post-IPO Debt,1000000000,USD,1000000000,2018-02-27,"Health Care, Medical, Medical Device","Marlborough, Massachusetts, United States, North America",$1B to $10B,1,IPO
Series B - Generation Bio,https://www.crunchbase.com/funding_round/generation-bio-series-b--bbc439b0,Generation Bio,https://www.crunchbase.com/organization/generation-bio,Series B,100000000,USD,100000000,2018-02-27,"Biotechnology, Genetics, Health Care","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,Late Stage Venture
Seed Round - Corvus Insurance,https://www.crunchbase.com/funding_round/corvus-insurance-seed--418d76e8,Corvus Insurance,https://www.crunchbase.com/organization/corvus-insurance,Seed,4000000,USD,4000000,2018-02-27,"Finance, Insurance, InsurTech","Boston, Massachusetts, United States, North America",$1M to $10M,3,Early Stage Venture
Private Equity Round - Gelesis,https://www.crunchbase.com/funding_round/gelesis-private-equity--9523824a,Gelesis,https://www.crunchbase.com/organization/gelesis,Private Equity,30000000,USD,30000000,2018-02-28,"Biotechnology, Diabetes, Health Care, Medical Device","Boston, Massachusetts, United States, North America",$10M to $50M,10,Private Equity
Private Equity Round - CFGI,https://www.crunchbase.com/funding_round/cfgi-private-equity--ef0d11b0,CFGI,https://www.crunchbase.com/organization/cfgi,Private Equity,,,,2018-03-01,"Accounting, Consulting, Financial Services","Boston, Massachusetts, United States, North America",$50M to $100M,1,Private Equity
Series C - Rubius Therapeutics,https://www.crunchbase.com/funding_round/rubius-therapeutics-series-c--7f1c4a81,Rubius Therapeutics,https://www.crunchbase.com/organization/rubius-therapeutics,Series C,100000000,USD,100000000,2018-03-01,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",$10M to $50M,3,IPO
Grant - T2 Biosystems,https://www.crunchbase.com/funding_round/t2-biosystems-grant--aafd4ca1,T2 Biosystems,https://www.crunchbase.com/organization/t2-biosystems,Grant,2000000,USD,2000000,2018-03-08,"Biotechnology, Health Care, Health Diagnostics","Lexington, Massachusetts, United States, North America",$1M to $10M,9,IPO
Corporate Round - UNUM Therapeutics,https://www.crunchbase.com/funding_round/unum-therapeutics-corporate-round--cd2ad9e4,UNUM Therapeutics,https://www.crunchbase.com/organization/unum-therapeutics,Corporate Round,86000000,USD,86000000,2018-03-08,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,4,IPO
Seed Round - LearnLux,https://www.crunchbase.com/funding_round/learnlux-seed--ea8a5208,LearnLux,https://www.crunchbase.com/organization/learnlux,Seed,,,,2018-03-10,"Education, Financial Services, Internet, Software","Boston, Massachusetts, United States, North America",$1M to $10M,3,Seed
Seed Round - Portela Soni Medical LLC,https://www.crunchbase.com/funding_round/portela-soni-medical-llc-seed--281a5333,Portela Soni Medical LLC,https://www.crunchbase.com/organization/portela-soni-medical-llc,Seed,400000,USD,400000,2018-03-12,"Biotechnology, Health Care, Medical, Medical Device","Boston, Massachusetts, United States, North America",Less than $1M,1,Seed
Seed Round - PredictiveHR,https://www.crunchbase.com/funding_round/predictivehr-seed--0fcf885a,PredictiveHR,https://www.crunchbase.com/organization/predictivehr,Seed,,,,2018-03-13,Information Technology,"Boston, Massachusetts, United States, North America",Less than $1M,2,
Private Equity Round - Rockpoint Group,https://www.crunchbase.com/funding_round/rockpoint-group-llc-private-equity--76354404,Rockpoint Group,https://www.crunchbase.com/organization/rockpoint-group-llc,Private Equity,,,,2018-03-13,"Commercial Real Estate, Crowdfunding, Financial Services, Property Management, Real Estate, Venture Capital","Boston, Massachusetts, United States, North America",$10M to $50M,1,Private Equity
Corporate Round - RxAdvance,https://www.crunchbase.com/funding_round/rxadvance-corporate-round--16697550,RxAdvance,https://www.crunchbase.com/organization/rxadvance,Corporate Round,,,,2018-03-13,"Health Care, Information Technology, Medical, Pharmaceutical","Southborough, Massachusetts, United States, North America",$1M to $10M,4,
Seed Round - Neural Magic,https://www.crunchbase.com/funding_round/neuralmagic-seed--170ee127,Neural Magic,https://www.crunchbase.com/organization/neuralmagic,Seed,5000000,USD,5000000,2018-03-13,"Artificial Intelligence, Education, Information Technology, Software","Somerville, Massachusetts, United States, North America",$1M to $10M,2,Seed
Private Equity Round - TRINITY,https://www.crunchbase.com/funding_round/trinity-partners-private-equity--ac70d9b0,TRINITY,https://www.crunchbase.com/organization/trinity-partners,Private Equity,,,,2018-03-16,"Biotechnology, Health Care, Pharmaceutical","Waltham, Massachusetts, United States, North America",$10M to $50M,1,Private Equity
Seed Round - Medumo,https://www.crunchbase.com/funding_round/medumo-2-seed--3d425f6d,Medumo,https://www.crunchbase.com/organization/medumo-2,Seed,,,,2018-03-16,"Email, Health Care, Medical","Boston, Massachusetts, United States, North America",Less than $1M,3,M&A
Venture Round - BewellConnect Corp,https://www.crunchbase.com/funding_round/bewellconnect-corp-series-unknown--c8ebaeb0,BewellConnect Corp,https://www.crunchbase.com/organization/bewellconnect-corp,Venture - Series Unknown,30000000,USD,30000000,2018-03-16,"Fitness, Health Care, Health Diagnostics, Information Technology, Medical, Wellness","Boston, Massachusetts, United States, North America",Less than $1M,1,
Venture Round - Praxis Precision Medicines,https://www.crunchbase.com/funding_round/praxis-precision-medicines-series-unknown--ff062687,Praxis Precision Medicines,https://www.crunchbase.com/organization/praxis-precision-medicines,Venture - Series Unknown,18785901,USD,18785901,2018-03-20,"Alternative Medicine, Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States, North America",,2,
Series A - Joyn Bio,https://www.crunchbase.com/funding_round/joyn-bio-series-a--6255bfd3,Joyn Bio,https://www.crunchbase.com/organization/joyn-bio,Series A,100000000,USD,100000000,2018-03-20,"Agriculture, Biotechnology, Environmental Consulting, Health Care","Boston, Massachusetts, United States, North America",$1M to $10M,2,Early Stage Venture
Series B - TCR2,https://www.crunchbase.com/funding_round/tcr2-series-b--67983a26,TCR2,https://www.crunchbase.com/organization/tcr2,Series B,125000000,USD,125000000,2018-03-21,"Biotechnology, Health Care, Life Science, Medical, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States, North America",$1M to $10M,3,IPO
Venture Round - Syndevrx,https://www.crunchbase.com/funding_round/syndevrx-series-unknown--1b273b67,Syndevrx,https://www.crunchbase.com/organization/syndevrx,Venture - Series Unknown,500000,USD,500000,2018-03-21,"Biotechnology, Health Care, Medical Device","Cambridge, Massachusetts, United States, North America",Less than $1M,4,
Seed Round - Flickray,https://www.crunchbase.com/funding_round/flickray-seed--82f9cd4d,Flickray,https://www.crunchbase.com/organization/flickray,Seed,,,,2018-03-21,Information Technology,"Sherborn, Massachusetts, United States, North America",,1,Seed
Series A - Rheos Medicines,https://www.crunchbase.com/funding_round/rheos-medicines-series-a--030feee7,Rheos Medicines,https://www.crunchbase.com/organization/rheos-medicines,Series A,60000000,USD,60000000,2018-03-22,"Biopharma, Biotechnology, Health Care","Cambridge, Massachusetts, United States, North America",$1M to $10M,1,Early Stage Venture
Seed Round - Salubris Analytics,https://www.crunchbase.com/funding_round/salubris-analytics-seed--0a897e03,Salubris Analytics,https://www.crunchbase.com/organization/salubris-analytics,Seed,,,,2018-03-23,"Analytics, Fitness, Health Care, Wellness","Boston, Massachusetts, United States, North America",Less than $1M,1,Seed
Pre Seed Round - Recycle Myanmar,https://www.crunchbase.com/funding_round/recycle-myanmar-pre-seed--6e13e352,Recycle Myanmar,https://www.crunchbase.com/organization/recycle-myanmar,Pre-Seed,100000,USD,100000,2018-03-25,"Information Technology, Internet, Mobile Apps, Recycling","Boston, Massachusetts, United States, North America",,1,Seed
Series A - PreVeil,https://www.crunchbase.com/funding_round/preveil-series-a--54b2a4e5,PreVeil,https://www.crunchbase.com/organization/preveil,Series A,,,,2018-03-27,"Cyber Security, Information Technology, Software","Boston, Massachusetts, United States, North America",Less than $1M,2,Early Stage Venture
Pre Seed Round - BlinkAI,https://www.crunchbase.com/funding_round/blinkai-pre-seed--67e4b0a1,BlinkAI,https://www.crunchbase.com/organization/blinkai,Pre-Seed,500000,USD,500000,2018-03-29,"Artificial Intelligence, Computer, Information Technology, Machine Learning, Software","Boston, Massachusetts, United States, North America",,2,Seed
Grant - Biostage,https://www.crunchbase.com/funding_round/harvard-apparatus-regenerative-technology-grant--800d3b01,Biostage,https://www.crunchbase.com/organization/harvard-apparatus-regenerative-technology,Grant,1700000,USD,1700000,2018-03-29,"Biotechnology, Health Care, Medical Device","Holliston, Massachusetts, United States, North America",Less than $1M,6,IPO
